label,protocol,fold,seed,object_code,direction_count,great_circle_mae_deg,theta_mae_deg,phi_mae_deg,top1_acc,theta_true_deg,phi_true_deg,great_circle_err_rect_ifft_deg,great_circle_err_hann_ifft_deg,great_circle_err_hann_minus_rect_deg,theta_err_hann_minus_rect_deg,phi_err_hann_minus_rect_deg,top1_rect_ifft,top1_hann_ifft,top1_hann_minus_rect
rect_ifft,outer1,1,76,b871,60,21.287048212687175,0.0,21.5,0.8333333333333334,,,,,,,,,,
rect_ifft,outer1,1,76,b905,60,20.169727929433186,3.0,19.5,0.8333333333333334,,,,,,,,,,
rect_ifft,outer1,1,76,bb7d,60,91.96979358990987,50.0,85.5,0.11666666666666667,,,,,,,,,,
rect_ifft,outer1,1,76,bbc6,60,47.93398677508036,18.5,45.0,0.5166666666666667,,,,,,,,,,
rect_ifft,outer2,2,70,b7c1,60,6.000000254313151,0.0,6.0,0.95,,,,,,,,,,
rect_ifft,outer2,2,70,b80b,60,9.0,0.0,9.0,0.95,,,,,,,,,,
rect_ifft,outer2,2,70,b9e6,60,15.619679768880209,1.0,17.0,0.8666666666666667,,,,,,,,,,
rect_ifft,outer2,2,70,ba0f,60,66.25281217892964,26.0,68.0,0.3333333333333333,,,,,,,,,,
rect_ifft,outer2,2,70,bb7c,60,21.32430386543274,1.5,23.0,0.8166666666666667,,,,,,,,,,
rect_ifft,outer2,2,71,b7c1,60,19.43175131479899,0.0,19.5,0.8666666666666667,,,,,,,,,,
rect_ifft,outer2,2,71,b80b,60,0.0,0.0,0.0,1.0,,,,,,,,,,
rect_ifft,outer2,2,71,b9e6,60,7.000000254313151,0.0,8.0,0.9333333333333333,,,,,,,,,,
rect_ifft,outer2,2,71,ba0f,60,55.92816071510315,18.0,63.0,0.4166666666666667,,,,,,,,,,
rect_ifft,outer2,2,71,bb7c,60,15.121911748250325,0.5,16.0,0.8833333333333333,,,,,,,,,,
rect_ifft,outer2,2,72,b7c1,60,17.000000381469725,0.0,17.0,0.8833333333333333,,,,,,,,,,
rect_ifft,outer2,2,72,b80b,60,3.0,0.0,3.0,0.9833333333333333,,,,,,,,,,
rect_ifft,outer2,2,72,b9e6,60,16.000000445048013,0.0,18.0,0.8833333333333333,,,,,,,,,,
rect_ifft,outer2,2,72,ba0f,60,67.72950177192688,24.0,75.5,0.36666666666666664,,,,,,,,,,
rect_ifft,outer2,2,72,bb7c,60,23.646935844421385,4.5,22.0,0.8166666666666667,,,,,,,,,,
rect_ifft,outer2,2,73,b7c1,60,20.88032112121582,1.0,23.5,0.8333333333333334,,,,,,,,,,
rect_ifft,outer2,2,73,b80b,60,14.000000127156575,0.0,16.0,0.9,,,,,,,,,,
rect_ifft,outer2,2,73,b9e6,60,17.892468706766763,0.0,19.5,0.8666666666666667,,,,,,,,,,
rect_ifft,outer2,2,73,ba0f,60,68.1983692963918,27.5,70.0,0.31666666666666665,,,,,,,,,,
rect_ifft,outer2,2,73,bb7c,60,26.38032118479411,3.0,27.0,0.7833333333333333,,,,,,,,,,
rect_ifft,outer2,2,74,b7c1,60,21.378387705485025,0.0,22.0,0.85,,,,,,,,,,
rect_ifft,outer2,2,74,b80b,60,10.000000063578288,0.0,12.0,0.9333333333333333,,,,,,,,,,
rect_ifft,outer2,2,74,b9e6,60,12.000000381469727,0.0,14.0,0.9,,,,,,,,,,
rect_ifft,outer2,2,74,ba0f,60,73.61260205904642,21.5,83.5,0.25,,,,,,,,,,
rect_ifft,outer2,2,74,bb7c,60,19.735617764790852,3.5,20.0,0.85,,,,,,,,,,
rect_ifft,outer2,2,75,b7c1,60,18.000000445048013,1.0,17.0,0.8666666666666667,,,,,,,,,,
rect_ifft,outer2,2,75,b80b,60,3.0,0.0,3.0,0.9833333333333333,,,,,,,,,,
rect_ifft,outer2,2,75,b9e6,60,18.000000381469725,0.0,20.0,0.8666666666666667,,,,,,,,,,
rect_ifft,outer2,2,75,ba0f,60,73.071164560318,26.5,75.5,0.35,,,,,,,,,,
rect_ifft,outer2,2,75,bb7c,60,27.175780264536538,3.5,26.0,0.8,,,,,,,,,,
rect_ifft,outer2,2,76,b7c1,60,16.85529727935791,0.0,18.0,0.8833333333333333,,,,,,,,,,
rect_ifft,outer2,2,76,b80b,60,6.0,0.0,6.0,0.9666666666666667,,,,,,,,,,
rect_ifft,outer2,2,76,b9e6,60,20.000000508626304,1.0,21.0,0.85,,,,,,,,,,
rect_ifft,outer2,2,76,ba0f,60,64.59010434150696,21.5,75.5,0.36666666666666664,,,,,,,,,,
rect_ifft,outer2,2,76,bb7c,60,22.363502724965414,1.5,22.0,0.8166666666666667,,,,,,,,,,
rect_ifft,outer3,3,70,b812,60,11.619679514567057,0.0,12.0,0.9166666666666666,,,,,,,,,,
rect_ifft,outer3,3,70,b943,60,20.64470338821411,1.5,20.0,0.85,,,,,,,,,,
rect_ifft,outer3,3,70,b974,60,17.23561757405599,1.0,17.0,0.8833333333333333,,,,,,,,,,
rect_ifft,outer3,3,70,b97b,60,22.9175759156545,7.0,19.5,0.75,,,,,,,,,,
rect_ifft,outer3,3,70,bc2c,60,81.75049077669779,32.5,86.0,0.16666666666666666,,,,,,,,,,
rect_ifft,outer3,3,71,b812,60,10.000000127156575,0.0,10.0,0.9333333333333333,,,,,,,,,,
rect_ifft,outer3,3,71,b943,60,21.7643829981486,2.0,21.0,0.8333333333333334,,,,,,,,,,
rect_ifft,outer3,3,71,b974,60,15.0,0.0,15.0,0.9166666666666666,,,,,,,,,,
rect_ifft,outer3,3,71,b97b,60,28.7728732585907,6.0,29.5,0.7,,,,,,,,,,
rect_ifft,outer3,3,71,bc2c,60,89.40984522501627,33.5,98.0,0.15,,,,,,,,,,
rect_ifft,outer3,3,72,b812,60,8.000000127156575,0.0,8.0,0.95,,,,,,,,,,
rect_ifft,outer3,3,72,b943,60,18.551430733998618,0.5,18.5,0.8166666666666667,,,,,,,,,,
rect_ifft,outer3,3,72,b974,60,9.0,0.0,9.0,0.95,,,,,,,,,,
rect_ifft,outer3,3,72,b97b,60,25.119679419199624,2.5,26.0,0.7333333333333333,,,,,,,,,,
rect_ifft,outer3,3,72,bc2c,60,82.57460869153341,28.5,92.0,0.15,,,,,,,,,,
rect_ifft,outer3,3,73,b812,60,12.431751251220703,0.0,12.5,0.9166666666666666,,,,,,,,,,
rect_ifft,outer3,3,73,b943,60,23.11967922846476,0.5,23.0,0.8166666666666667,,,,,,,,,,
rect_ifft,outer3,3,73,b974,60,19.380320739746093,1.0,19.0,0.8833333333333333,,,,,,,,,,
rect_ifft,outer3,3,73,b97b,60,20.35529661178589,4.5,20.0,0.7833333333333333,,,,,,,,,,
rect_ifft,outer3,3,73,bc2c,60,82.43556054433186,30.0,84.0,0.21666666666666667,,,,,,,,,,
rect_ifft,outer3,3,74,b812,60,15.000000190734863,0.0,15.0,0.9,,,,,,,,,,
rect_ifft,outer3,3,74,b943,60,25.144703356424966,3.0,25.0,0.7833333333333333,,,,,,,,,,
rect_ifft,outer3,3,74,b974,60,15.0,0.0,15.0,0.9166666666666666,,,,,,,,,,
rect_ifft,outer3,3,74,b97b,60,38.003820721308394,3.0,46.0,0.6,,,,,,,,,,
rect_ifft,outer3,3,74,bc2c,60,73.18073760668436,27.5,78.5,0.2,,,,,,,,,,
rect_ifft,outer3,3,75,b812,60,11.000000127156575,0.0,11.0,0.9333333333333333,,,,,,,,,,
rect_ifft,outer3,3,75,b943,60,11.962828636169434,1.0,11.5,0.8666666666666667,,,,,,,,,,
rect_ifft,outer3,3,75,b974,60,12.0,0.0,12.0,0.9333333333333333,,,,,,,,,,
rect_ifft,outer3,3,75,b97b,60,25.962828540802,3.0,28.5,0.7333333333333333,,,,,,,,,,
rect_ifft,outer3,3,75,bc2c,60,83.11179625193277,29.0,89.5,0.2,,,,,,,,,,
rect_ifft,outer3,3,76,b812,60,15.0,0.0,15.0,0.9166666666666666,,,,,,,,,,
rect_ifft,outer3,3,76,b943,60,22.252234840393065,4.0,19.5,0.7833333333333333,,,,,,,,,,
rect_ifft,outer3,3,76,b974,60,18.431751251220703,0.0,18.5,0.8833333333333333,,,,,,,,,,
rect_ifft,outer3,3,76,b97b,60,39.080840237935384,9.5,40.5,0.6,,,,,,,,,,
rect_ifft,outer3,3,76,bc2c,60,81.05616617202759,30.0,88.0,0.21666666666666667,,,,,,,,,,
rect_ifft,outer4,4,70,b7fd,60,61.26363938649495,26.0,60.0,0.3333333333333333,,,,,,,,,,
rect_ifft,outer4,4,70,b8ed,60,53.878047402699785,21.0,51.5,0.48333333333333334,,,,,,,,,,
rect_ifft,outer4,4,70,b979,60,74.87994100252787,28.0,87.0,0.1,,,,,,,,,,
rect_ifft,outer4,4,70,baa9,60,1.3803207397460937,1.0,1.0,0.9833333333333333,,,,,,,,,,
rect_ifft,outer4,4,70,bb26,60,75.95914710362753,29.0,79.5,0.23333333333333334,,,,,,,,,,
rect_ifft,outer4,4,71,b7fd,60,72.58005706469218,29.0,72.5,0.18333333333333332,,,,,,,,,,
rect_ifft,outer4,4,71,b8ed,60,51.30007969538371,16.5,52.5,0.48333333333333334,,,,,,,,,,
rect_ifft,outer4,4,71,b979,60,63.05744833946228,18.5,76.0,0.2,,,,,,,,,,
rect_ifft,outer4,4,71,baa9,60,0.0,0.0,0.0,1.0,,,,,,,,,,
rect_ifft,outer4,4,71,bb26,60,82.37164546648661,33.0,87.0,0.21666666666666667,,,,,,,,,,
rect_ifft,outer4,4,72,b7fd,60,57.43507693608602,22.0,60.5,0.36666666666666664,,,,,,,,,,
