protocol,fold,seed,object_code,theta_true_deg,phi_true_deg,great_circle_err_rect_ifft_deg,great_circle_err_hann_ifft_deg,great_circle_err_hann_minus_rect_deg,theta_err_hann_minus_rect_deg,phi_err_hann_minus_rect_deg,top1_rect_ifft,top1_hann_ifft,top1_hann_minus_rect
outer1,1,73,bbc6,30.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,30.0,210.0,122.24180603027344,128.68218994140625,6.4403839111328125,0.0,30.0,0.0,0.0,0.0
outer1,1,73,bbc6,30.0,240.0,0.0,57.7581901550293,57.7581901550293,0.0,150.0,1.0,0.0,-1.0
outer1,1,73,bbc6,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,30.0,300.0,151.04498291015625,151.04498291015625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,30.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,60.0,0.0,30.000001907348633,30.000001907348633,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,60.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,60.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,60.0,90.0,150.0,180.0,30.0,-30.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,60.0,120.0,128.6822052001953,128.6822052001953,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,60.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,60.0,180.0,90.0,30.000001907348633,-59.99999809265137,-60.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,60.0,210.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,60.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,60.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,60.0,300.0,0.0,113.54812622070312,113.54812622070312,0.0,150.0,1.0,0.0,-1.0
outer1,1,73,bbc6,60.0,330.0,0.0,120.00000762939453,120.00000762939453,0.0,180.0,1.0,0.0,-1.0
outer1,1,73,bbc6,90.0,0.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,73,bbc6,90.0,30.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,73,bbc6,90.0,60.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,90.0,90.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,73,bbc6,90.0,120.0,150.0,180.0,30.0,0.0,30.0,0.0,0.0,0.0
outer1,1,73,bbc6,90.0,150.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,90.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,90.0,210.0,180.0,0.0,-180.0,0.0,-180.0,0.0,1.0,1.0
outer1,1,73,bbc6,90.0,240.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,90.0,270.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,73,bbc6,90.0,300.0,138.59039306640625,119.99999237060547,-18.59040069580078,-30.0,-30.0,0.0,0.0,0.0
outer1,1,73,bbc6,90.0,330.0,30.00000762939453,0.0,-30.00000762939453,0.0,-30.0,0.0,1.0,1.0
outer1,1,73,bbc6,120.0,0.0,29.99998664855957,29.99998664855957,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,120.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,120.0,60.0,29.99998664855957,0.0,-29.99998664855957,-30.0,0.0,0.0,1.0,1.0
outer1,1,73,bbc6,120.0,90.0,150.0,180.0,30.0,-30.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,120.0,120.0,128.6822052001953,128.6822052001953,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,120.0,180.0,29.99998664855957,60.000003814697266,30.000017166137695,30.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,120.0,210.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,120.0,240.0,36.09777069091797,0.0,-36.09777069091797,-30.0,-30.0,0.0,1.0,1.0
outer1,1,73,bbc6,120.0,270.0,29.99998664855957,0.0,-29.99998664855957,-30.0,0.0,0.0,1.0,1.0
outer1,1,73,bbc6,120.0,300.0,128.68218994140625,128.68218994140625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,120.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,150.0,120.0,151.04498291015625,51.31782150268555,-99.7271614074707,-120.0,0.0,0.0,0.0,0.0
outer1,1,73,bbc6,150.0,150.0,14.870942115783691,0.0,-14.870942115783691,0.0,-30.0,0.0,1.0,1.0
outer1,1,73,bbc6,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,210.0,122.24180603027344,128.68218994140625,6.4403839111328125,0.0,30.0,0.0,0.0,0.0
outer1,1,73,bbc6,150.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,73,bbc6,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,30.0,300.0,0.0,120.00000762939453,120.00000762939453,120.0,0.0,1.0,0.0,-1.0
outer1,1,74,b827,30.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,30.0,120.00000762939453,97.1807632446289,-22.819244384765625,0.0,-60.0,0.0,0.0,0.0
outer1,1,74,b827,60.0,60.0,0.0,25.905075073242188,25.905075073242188,0.0,30.0,1.0,0.0,-1.0
outer1,1,74,b827,60.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,210.0,51.31781005859375,90.0,38.68218994140625,90.0,-60.0,0.0,0.0,0.0
outer1,1,74,b827,60.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,60.0,330.0,154.09490966796875,128.6822052001953,-25.412704467773438,0.0,-30.0,0.0,0.0,0.0
outer1,1,74,b827,90.0,0.0,180.0,30.00000762939453,-149.99999237060547,0.0,-150.0,0.0,0.0,0.0
outer1,1,74,b827,90.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b827,90.0,60.0,60.000003814697266,119.99999237060547,59.9999885559082,0.0,60.0,0.0,0.0,0.0
outer1,1,74,b827,90.0,90.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,74,b827,90.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,90.0,150.0,120.00000762939453,60.000003814697266,-60.000003814697266,0.0,-60.0,0.0,0.0,0.0
outer1,1,74,b827,90.0,180.0,0.0,150.0,150.0,0.0,150.0,1.0,0.0,-1.0
outer1,1,74,b827,90.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,90.0,240.0,120.00000762939453,60.000003814697266,-60.000003814697266,0.0,-60.0,0.0,0.0,0.0
outer1,1,74,b827,90.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,90.0,300.0,180.0,0.0,-180.0,0.0,-180.0,0.0,1.0,1.0
outer1,1,74,b827,90.0,330.0,0.0,120.00000762939453,120.00000762939453,0.0,120.0,1.0,0.0,-1.0
outer1,1,74,b827,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,120.0,30.0,120.00000762939453,0.0,-120.00000762939453,0.0,-180.0,0.0,1.0,1.0
outer1,1,74,b827,120.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,120.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,120.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,120.0,150.0,0.0,49.49464416503906,49.49464416503906,30.0,60.0,1.0,0.0,-1.0
outer1,1,74,b827,120.0,180.0,0.0,29.99998664855957,29.99998664855957,30.0,0.0,1.0,0.0,-1.0
outer1,1,74,b827,120.0,210.0,25.905075073242188,25.905075073242188,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b827,120.0,240.0,25.905075073242188,0.0,-25.905075073242188,0.0,-30.0,0.0,1.0,1.0
outer1,1,74,b827,120.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,120.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,120.0,330.0,0.0,143.9022216796875,143.9022216796875,90.0,150.0,1.0,0.0,-1.0
outer1,1,74,b827,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,210.0,0.0,60.000003814697266,60.000003814697266,0.0,180.0,1.0,0.0,-1.0
outer1,1,74,b827,150.0,240.0,0.0,120.00000762939453,120.00000762939453,120.0,0.0,1.0,0.0,-1.0
outer1,1,74,b827,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b827,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,30.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,0.0,0.0,30.000001907348633,30.000001907348633,30.0,0.0,1.0,0.0,-1.0
outer1,1,74,b871,60.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,120.0,0.0,128.6822052001953,128.6822052001953,60.0,120.0,1.0,0.0,-1.0
outer1,1,74,b871,60.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,210.0,0.0,60.000003814697266,60.000003814697266,60.0,0.0,1.0,0.0,-1.0
outer1,1,74,b871,60.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,60.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,90.0,0.0,180.0,30.00000762939453,-149.99999237060547,0.0,-150.0,0.0,0.0,0.0
outer1,1,74,b871,90.0,30.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,74,b871,90.0,60.0,64.34110260009766,60.000003814697266,-4.341098785400391,-30.0,0.0,0.0,0.0,0.0
outer1,1,74,b871,90.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b871,90.0,120.0,29.999998092651367,0.0,-29.999998092651367,-30.0,0.0,0.0,1.0,1.0
outer1,1,74,b871,90.0,150.0,0.0,120.00000762939453,120.00000762939453,0.0,120.0,1.0,0.0,-1.0
outer1,1,74,b871,90.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,90.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,90.0,240.0,120.00000762939453,120.00000762939453,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b871,90.0,270.0,180.0,0.0,-180.0,0.0,-180.0,0.0,1.0,1.0
outer1,1,74,b871,90.0,300.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b871,90.0,330.0,0.0,120.00000762939453,120.00000762939453,0.0,120.0,1.0,0.0,-1.0
outer1,1,74,b871,120.0,0.0,0.0,29.99998664855957,29.99998664855957,30.0,0.0,1.0,0.0,-1.0
outer1,1,74,b871,120.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,210.0,25.905075073242188,60.000003814697266,34.09492874145508,60.0,-30.0,0.0,0.0,0.0
outer1,1,74,b871,120.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,120.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b871,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,30.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,240.0,128.6822052001953,0.0,-128.6822052001953,-60.0,-120.0,0.0,1.0,1.0
outer1,1,74,b905,60.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,60.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,90.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b905,90.0,30.0,120.00000762939453,120.00000762939453,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b905,90.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,90.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,90.0,120.0,60.000003814697266,0.0,-60.000003814697266,0.0,-60.0,0.0,1.0,1.0
outer1,1,74,b905,90.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,90.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,90.0,210.0,180.0,60.000003814697266,-119.99999618530273,0.0,-120.0,0.0,0.0,0.0
outer1,1,74,b905,90.0,240.0,180.0,0.0,-180.0,0.0,-180.0,0.0,1.0,1.0
outer1,1,74,b905,90.0,270.0,180.0,0.0,-180.0,0.0,-180.0,0.0,1.0,1.0
outer1,1,74,b905,90.0,300.0,0.0,180.0,180.0,0.0,180.0,1.0,0.0,-1.0
outer1,1,74,b905,90.0,330.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,b905,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,210.0,0.0,51.31781005859375,51.31781005859375,0.0,60.0,1.0,0.0,-1.0
outer1,1,74,b905,120.0,240.0,128.6822052001953,0.0,-128.6822052001953,-60.0,-120.0,0.0,1.0,1.0
outer1,1,74,b905,120.0,270.0,120.00000762939453,0.0,-120.00000762939453,0.0,-180.0,0.0,1.0,1.0
outer1,1,74,b905,120.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,120.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,270.0,0.0,29.99998664855957,29.99998664855957,30.0,0.0,1.0,0.0,-1.0
outer1,1,74,b905,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,b905,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,bb7d,30.0,0.0,60.000003814697266,60.000003814697266,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,30.0,0.0,14.870942115783691,14.870942115783691,0.0,30.0,1.0,0.0,-1.0
outer1,1,74,bb7d,30.0,60.0,165.12905883789062,128.68218994140625,-36.446868896484375,0.0,-90.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,90.0,180.0,120.00000762939453,-59.99999237060547,0.0,-180.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,120.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,150.0,128.68218994140625,122.24180603027344,-6.4403839111328125,0.0,-30.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,180.0,120.00000762939453,0.0,-120.00000762939453,-120.0,0.0,0.0,1.0,1.0
outer1,1,74,bb7d,30.0,210.0,60.000003814697266,151.04498291015625,91.04497909545898,120.0,-60.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,240.0,60.000003814697266,60.000003814697266,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,bb7d,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,bb7d,30.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,74,bb7d,30.0,330.0,128.68218994140625,151.04498291015625,22.36279296875,0.0,60.0,0.0,0.0,0.0
outer1,1,74,bb7d,60.0,0.0,180.0,150.0,-30.0,30.0,0.0,0.0,0.0,0.0
outer1,1,74,bb7d,60.0,30.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,74,bb7d,60.0,60.0,25.905075073242188,154.0949249267578,128.18984985351562,60.0,120.0,0.0,0.0,0.0
outer1,1,74,bb7d,60.0,90.0,180.0,60.000003814697266,-119.99999618530273,0.0,-180.0,0.0,0.0,0.0
outer1,1,74,bb7d,60.0,120.0,66.45188903808594,113.5481185913086,47.096229553222656,-60.0,120.0,0.0,0.0,0.0
outer1,1,74,bb7d,60.0,150.0,82.81924438476562,180.0,97.18075561523438,0.0,120.0,0.0,0.0,0.0
