partition,method,object_code,count,great_circle_mean_deg,great_circle_median_deg,great_circle_p90_deg,top1_acc,failure_rate_gt_30_deg,failure_rate_gt_60_deg,failure_rate_gt_90_deg
held,global_phase_invariant_dev_selected_topk,ba0f,60,76.23591745843785,90.0,150.0,0.23333333333333334,0.7333333333333333,0.5666666666666667,0.43333333333333335
held,global_phase_invariant_dev_selected_topk,baa9,60,7.1409622109270865,0.0,0.0,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.016666666666666666
held,global_phase_invariant_dev_selected_topk,bb26,60,71.27963108996491,86.40962210927086,150.0,0.25,0.6833333333333333,0.5333333333333333,0.4
held,global_phase_invariant_dev_selected_topk,bb7c,60,20.95913323387499,0.0,128.68218745348943,0.8333333333333334,0.16666666666666666,0.15,0.11666666666666667
held,global_phase_invariant_dev_selected_topk,bb7d,60,97.8840951515262,120.0,165.1290555477363,0.1,0.8333333333333334,0.6833333333333333,0.55
held,global_phase_invariant_dev_selected_topk,bbc6,60,45.24093188159312,0.0,179.99999999999997,0.6166666666666667,0.35,0.31666666666666665,0.26666666666666666
held,global_phase_invariant_dev_selected_topk,bc2c,60,55.86842696209417,30.000000000000018,150.0,0.4166666666666667,0.5166666666666667,0.45,0.3
held,range_phase_invariant_1nn,b7c1,60,10.52502386120052,0.0,59.99999999999999,0.9,0.1,0.08333333333333333,0.05
held,range_phase_invariant_1nn,b7fd,60,58.53562118075997,12.952539642222373,151.04497562814015,0.5,0.48333333333333334,0.4666666666666667,0.3
held,range_phase_invariant_1nn,b80b,60,3.0,0.0,0.0,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666
held,range_phase_invariant_1nn,b812,60,13.380320736975696,0.0,0.0,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.06666666666666667
held,range_phase_invariant_1nn,b827,60,19.289406248449648,0.0,128.68218745348943,0.8666666666666667,0.13333333333333333,0.13333333333333333,0.11666666666666667
held,range_phase_invariant_1nn,b871,60,18.144703124224822,0.0,128.68218745348943,0.8833333333333333,0.11666666666666667,0.11666666666666667,0.1
held,range_phase_invariant_1nn,b8ed,60,26.380320736975698,0.0,120.00000000000004,0.7833333333333333,0.21666666666666667,0.16666666666666666,0.15
held,range_phase_invariant_1nn,b905,60,12.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.06666666666666667,0.06666666666666667
held,range_phase_invariant_1nn,b943,60,28.050047722401036,0.0,128.68218745348943,0.7833333333333333,0.21666666666666667,0.2,0.15
held,range_phase_invariant_1nn,b974,60,11.144703124224824,0.0,0.0,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
held,range_phase_invariant_1nn,b979,60,74.90346855594885,73.58016897264321,165.1290555477363,0.2833333333333333,0.7,0.5333333333333333,0.4166666666666667
held,range_phase_invariant_1nn,b97b,60,22.760641473951388,0.0,179.99999999999997,0.8333333333333334,0.16666666666666666,0.13333333333333333,0.1
held,range_phase_invariant_1nn,b9e6,60,6.000000000000001,0.0,0.0,0.95,0.05,0.05,0.03333333333333333
held,range_phase_invariant_1nn,ba0f,60,76.41941905143926,71.40962210927086,179.99999999999997,0.2833333333333333,0.7,0.5,0.43333333333333335
held,range_phase_invariant_1nn,baa9,60,4.380320736975695,0.0,0.0,0.9666666666666667,0.03333333333333333,0.03333333333333333,0.016666666666666666
held,range_phase_invariant_1nn,bb26,60,69.85249599928748,82.81924421854171,151.04497562814015,0.25,0.7166666666666667,0.5166666666666667,0.31666666666666665
held,range_phase_invariant_1nn,bb7c,60,29.194750846625862,0.0,179.99999999999997,0.7833333333333333,0.21666666666666667,0.2,0.15
held,range_phase_invariant_1nn,bb7d,60,90.70393772064655,90.0,151.04497562814015,0.13333333333333333,0.8666666666666667,0.6666666666666666,0.5
held,range_phase_invariant_1nn,bbc6,60,36.10009544480208,0.0,128.68218745348943,0.6333333333333333,0.3333333333333333,0.2833333333333333,0.18333333333333332
held,range_phase_invariant_1nn,bc2c,60,59.41404423378151,60.000000000000014,138.59037789072914,0.3333333333333333,0.6166666666666667,0.5,0.25
held,range_phase_invariant_dev_selected_topk,b7c1,60,16.76064147395139,0.0,82.81924421854174,0.8666666666666667,0.13333333333333333,0.13333333333333333,0.08333333333333333
held,range_phase_invariant_dev_selected_topk,b7fd,60,60.80039869290849,44.99999999999999,151.04497562814015,0.45,0.5,0.4666666666666667,0.35
held,range_phase_invariant_dev_selected_topk,b80b,60,7.380320736975695,0.0,0.0,0.95,0.05,0.05,0.03333333333333333
held,range_phase_invariant_dev_selected_topk,b812,60,11.76064147395139,0.0,0.0,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.05
held,range_phase_invariant_dev_selected_topk,b827,60,22.665986072127605,0.0,119.99999999999999,0.8166666666666667,0.18333333333333332,0.18333333333333332,0.1
held,range_phase_invariant_dev_selected_topk,b871,60,26.90534459817621,0.0,179.99999999999997,0.8166666666666667,0.18333333333333332,0.18333333333333332,0.15
held,range_phase_invariant_dev_selected_topk,b8ed,60,26.405344598176217,0.0,120.00000000000004,0.75,0.23333333333333334,0.18333333333333332,0.11666666666666667
held,range_phase_invariant_dev_selected_topk,b905,60,10.380320736975696,0.0,60.000000000000036,0.9,0.1,0.1,0.05
held,range_phase_invariant_dev_selected_topk,b943,60,32.33945397085069,0.0,128.68218745348943,0.75,0.25,0.23333333333333334,0.18333333333333332
