protocol,fold,seed,object_code,theta_true_deg,phi_true_deg,great_circle_err_frequency_deg,great_circle_err_rect_ifft_deg,great_circle_err_difference_deg,theta_err_difference_deg,phi_err_difference_deg,top1_frequency,top1_rect_ifft,top1_difference
outer1,1,71,b905,120.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,120.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,120.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,120.0,240.0,128.6822052001953,75.52249145507812,53.15971374511719,60.0,30.0,0.0,0.0,0.0
outer1,1,71,b905,120.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,120.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,120.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,b905,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bb7d,30.0,0.0,150.0,180.0,-30.0,-30.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bb7d,30.0,60.0,0.0,151.04498291015625,-151.04498291015625,-120.0,-120.0,1.0,0.0,1.0
outer1,1,71,bb7d,30.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,120.0,165.12905883789062,165.12905883789062,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,150.0,151.04498291015625,128.68218994140625,22.36279296875,0.0,60.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,180.0,90.0,120.00000762939453,-30.00000762939453,-30.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,210.0,57.7581901550293,60.000003814697266,-2.2418136596679688,0.0,-30.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,240.0,60.000003814697266,60.000003814697266,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,270.0,120.00000762939453,120.00000762939453,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,30.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bb7d,30.0,330.0,128.68218994140625,151.04498291015625,-22.36279296875,0.0,-60.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,0.0,120.00000762939453,180.0,-59.99999237060547,-60.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,30.0,82.81924438476562,60.000003814697266,22.81924057006836,0.0,60.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,60.0,0.0,86.67425537109375,-86.67425537109375,-30.0,-150.0,1.0,0.0,1.0
outer1,1,71,bb7d,60.0,90.0,180.0,60.000003814697266,119.99999618530273,0.0,180.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,120.0,93.32574462890625,93.32574462890625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,150.0,128.6822052001953,180.0,-51.31779479980469,0.0,-60.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,180.0,0.0,60.000003814697266,-60.000003814697266,-60.0,0.0,1.0,0.0,1.0
outer1,1,71,bb7d,60.0,210.0,120.00000762939453,120.00000762939453,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,240.0,113.5481185913086,86.67425537109375,26.873863220214844,-30.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,270.0,29.999998092651367,29.999998092651367,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,300.0,143.9022216796875,93.32574462890625,50.57647705078125,0.0,120.0,0.0,0.0,0.0
outer1,1,71,bb7d,60.0,330.0,0.0,82.81924438476562,-82.81924438476562,-60.0,-60.0,1.0,0.0,1.0
outer1,1,71,bb7d,90.0,0.0,115.6589126586914,115.6589126586914,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,30.0,90.0,138.59039306640625,-48.59039306640625,0.0,-60.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,60.0,138.59039306640625,138.59039306640625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,120.0,138.59039306640625,138.59039306640625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,150.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,180.0,64.34110260009766,64.34109497070312,7.62939453125e-06,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,210.0,90.0,41.40962219238281,48.59037780761719,0.0,60.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,240.0,41.40962219238281,41.40962219238281,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bb7d,90.0,300.0,41.40962219238281,41.40962219238281,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,90.0,330.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,0.0,180.0,120.00000762939453,59.99999237060547,60.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,30.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,60.0,36.09777069091797,36.09777069091797,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,120.0,93.32575225830078,93.32575225830078,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,150.0,128.6822052001953,128.6822052001953,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,180.0,60.000003814697266,0.0,60.000003814697266,60.0,0.0,0.0,1.0,-1.0
outer1,1,71,bb7d,120.0,210.0,120.00000762939453,120.00000762939453,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,240.0,86.67424774169922,113.54811096191406,-26.873863220214844,30.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,270.0,30.000001907348633,0.0,30.000001907348633,30.0,0.0,0.0,1.0,-1.0
outer1,1,71,bb7d,120.0,300.0,154.0949249267578,93.32575225830078,60.76917266845703,-30.0,120.0,0.0,0.0,0.0
outer1,1,71,bb7d,120.0,330.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,0.0,90.0,60.000003814697266,29.999996185302734,30.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bb7d,150.0,60.0,151.04498291015625,151.04498291015625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,120.0,128.68218994140625,128.68218994140625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,150.0,151.04498291015625,151.04498291015625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,180.0,29.99998664855957,0.0,29.99998664855957,30.0,0.0,0.0,1.0,-1.0
outer1,1,71,bb7d,150.0,210.0,14.870942115783691,0.0,14.870942115783691,0.0,30.0,0.0,1.0,-1.0
outer1,1,71,bb7d,150.0,240.0,122.24180603027344,122.24180603027344,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bb7d,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bb7d,150.0,300.0,14.870942115783691,0.0,14.870942115783691,0.0,30.0,0.0,1.0,-1.0
outer1,1,71,bb7d,150.0,330.0,122.24180603027344,128.68218994140625,-6.4403839111328125,0.0,-30.0,0.0,0.0,0.0
outer1,1,71,bbc6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,30.0,120.0,151.04498291015625,151.04498291015625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,30.0,150.0,0.0,14.870942115783691,-14.870942115783691,0.0,-30.0,1.0,0.0,1.0
outer1,1,71,bbc6,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,210.0,41.40962219238281,0.0,41.40962219238281,0.0,90.0,0.0,1.0,-1.0
outer1,1,71,bbc6,30.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,30.0,330.0,0.0,51.31781005859375,-51.31781005859375,0.0,-120.0,1.0,0.0,1.0
outer1,1,71,bbc6,60.0,0.0,30.000001907348633,30.000001907348633,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,30.0,60.000003814697266,0.0,60.000003814697266,60.0,0.0,0.0,1.0,-1.0
outer1,1,71,bbc6,60.0,60.0,30.000001907348633,30.000001907348633,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,90.0,150.0,180.0,-30.0,30.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,120.0,128.6822052001953,130.50535583496094,-1.823150634765625,-30.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,150.0,82.81924438476562,0.0,82.81924438476562,60.0,60.0,0.0,1.0,-1.0
outer1,1,71,bbc6,60.0,180.0,30.000001907348633,30.000001907348633,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,210.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,240.0,36.097782135009766,25.905075073242188,10.192707061767578,30.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,270.0,0.0,30.000001907348633,-30.000001907348633,-30.0,0.0,1.0,0.0,1.0
outer1,1,71,bbc6,60.0,300.0,86.67425537109375,130.50535583496094,-43.83110046386719,-60.0,30.0,0.0,0.0,0.0
outer1,1,71,bbc6,60.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,90.0,30.0,0.0,90.0,-90.0,0.0,-90.0,1.0,0.0,1.0
outer1,1,71,bbc6,90.0,60.0,41.40962219238281,150.0,-108.59037780761719,30.0,-120.0,0.0,0.0,0.0
outer1,1,71,bbc6,90.0,90.0,180.0,0.0,180.0,0.0,180.0,0.0,1.0,-1.0
outer1,1,71,bbc6,90.0,120.0,41.40962219238281,30.000001907348633,11.40962028503418,30.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,90.0,150.0,180.0,0.0,180.0,0.0,180.0,0.0,1.0,-1.0
outer1,1,71,bbc6,90.0,180.0,180.0,0.0,180.0,0.0,180.0,0.0,1.0,-1.0
outer1,1,71,bbc6,90.0,210.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,90.0,240.0,138.59039306640625,150.0,-11.40960693359375,30.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,90.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,90.0,300.0,138.59039306640625,138.59039306640625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,90.0,330.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,0.0,29.99998664855957,29.99998664855957,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,120.0,60.0,29.99998664855957,29.99998664855957,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,90.0,180.0,150.0,30.0,-30.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,120.0,128.6822052001953,128.6822052001953,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,120.0,180.0,29.99998664855957,90.0,-60.00001335144043,-60.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,210.0,82.81924438476562,82.81924438476562,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,240.0,36.09777069091797,36.09777069091797,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,270.0,29.99998664855957,0.0,29.99998664855957,30.0,0.0,0.0,1.0,-1.0
outer1,1,71,bbc6,120.0,300.0,29.99998664855957,130.50535583496094,-100.50536918640137,-60.0,-120.0,0.0,0.0,0.0
outer1,1,71,bbc6,120.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,150.0,120.0,151.04498291015625,151.04498291015625,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,71,bbc6,150.0,150.0,0.0,165.12905883789062,-165.12905883789062,-120.0,-150.0,1.0,0.0,1.0
outer1,1,71,bbc6,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,71,bbc6,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,30.0,300.0,120.00000762939453,0.0,120.00000762939453,120.0,0.0,0.0,1.0,-1.0
outer1,1,72,b827,30.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,210.0,51.31781005859375,0.0,51.31781005859375,0.0,60.0,0.0,1.0,-1.0
outer1,1,72,b827,60.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,60.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,90.0,30.0,0.0,180.0,-180.0,0.0,-180.0,1.0,0.0,1.0
outer1,1,72,b827,90.0,60.0,60.000003814697266,0.0,60.000003814697266,0.0,60.0,0.0,1.0,-1.0
outer1,1,72,b827,90.0,90.0,180.0,0.0,180.0,0.0,180.0,0.0,1.0,-1.0
outer1,1,72,b827,90.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,90.0,150.0,60.000003814697266,0.0,60.000003814697266,0.0,60.0,0.0,1.0,-1.0
outer1,1,72,b827,90.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,72,b827,90.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,90.0,240.0,120.00000762939453,120.00000762939453,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,72,b827,90.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,90.0,300.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,72,b827,90.0,330.0,120.00000762939453,180.0,-59.99999237060547,0.0,-60.0,0.0,0.0,0.0
outer1,1,72,b827,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,60.0,0.0,25.905075073242188,-25.905075073242188,0.0,-30.0,1.0,0.0,1.0
outer1,1,72,b827,120.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,210.0,82.81924438476562,0.0,82.81924438476562,60.0,60.0,0.0,1.0,-1.0
outer1,1,72,b827,120.0,240.0,0.0,25.905075073242188,-25.905075073242188,0.0,-30.0,1.0,0.0,1.0
outer1,1,72,b827,120.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,120.0,330.0,60.000003814697266,0.0,60.000003814697266,60.0,0.0,0.0,1.0,-1.0
outer1,1,72,b827,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b827,150.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,30.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,60.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,90.0,0.0,180.0,0.0,180.0,0.0,180.0,0.0,1.0,-1.0
outer1,1,72,b871,90.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,90.0,60.0,60.000003814697266,60.000003814697266,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,72,b871,90.0,90.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
outer1,1,72,b871,90.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,90.0,150.0,60.000003814697266,0.0,60.000003814697266,0.0,60.0,0.0,1.0,-1.0
outer1,1,72,b871,90.0,180.0,0.0,180.0,-180.0,0.0,-180.0,1.0,0.0,1.0
outer1,1,72,b871,90.0,210.0,180.0,0.0,180.0,0.0,180.0,0.0,1.0,-1.0
outer1,1,72,b871,90.0,240.0,60.000003814697266,120.00000762939453,-60.000003814697266,0.0,-60.0,0.0,0.0,0.0
outer1,1,72,b871,90.0,270.0,0.0,180.0,-180.0,0.0,-180.0,1.0,0.0,1.0
outer1,1,72,b871,90.0,300.0,0.0,180.0,-180.0,0.0,-180.0,1.0,0.0,1.0
outer1,1,72,b871,90.0,330.0,120.00000762939453,180.0,-59.99999237060547,0.0,-60.0,0.0,0.0,0.0
outer1,1,72,b871,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,120.0,128.6822052001953,0.0,128.6822052001953,60.0,120.0,0.0,1.0,-1.0
outer1,1,72,b871,120.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,120.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
outer1,1,72,b871,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
