arm,arm_display,true_index,pred_index,theta_true_deg,phi_true_deg,theta_pred_deg,phi_pred_deg,count,true_direction_total,row_rate
frequency,Frequency MLP,53,20,150.0,150.0,60.0,240.0,0,140,0.0
frequency,Frequency MLP,53,21,150.0,150.0,60.0,270.0,0,140,0.0
frequency,Frequency MLP,53,22,150.0,150.0,60.0,300.0,0,140,0.0
frequency,Frequency MLP,53,23,150.0,150.0,60.0,330.0,1,140,0.007142857142857143
frequency,Frequency MLP,53,24,150.0,150.0,90.0,0.0,0,140,0.0
frequency,Frequency MLP,53,25,150.0,150.0,90.0,30.0,0,140,0.0
frequency,Frequency MLP,53,26,150.0,150.0,90.0,60.0,0,140,0.0
frequency,Frequency MLP,53,27,150.0,150.0,90.0,90.0,0,140,0.0
frequency,Frequency MLP,53,28,150.0,150.0,90.0,120.0,0,140,0.0
frequency,Frequency MLP,53,29,150.0,150.0,90.0,150.0,0,140,0.0
frequency,Frequency MLP,53,30,150.0,150.0,90.0,180.0,0,140,0.0
frequency,Frequency MLP,53,31,150.0,150.0,90.0,210.0,0,140,0.0
frequency,Frequency MLP,53,32,150.0,150.0,90.0,240.0,0,140,0.0
frequency,Frequency MLP,53,33,150.0,150.0,90.0,270.0,0,140,0.0
frequency,Frequency MLP,53,34,150.0,150.0,90.0,300.0,0,140,0.0
frequency,Frequency MLP,53,35,150.0,150.0,90.0,330.0,0,140,0.0
frequency,Frequency MLP,53,36,150.0,150.0,120.0,0.0,0,140,0.0
frequency,Frequency MLP,53,37,150.0,150.0,120.0,30.0,0,140,0.0
frequency,Frequency MLP,53,38,150.0,150.0,120.0,60.0,0,140,0.0
frequency,Frequency MLP,53,39,150.0,150.0,120.0,90.0,0,140,0.0
frequency,Frequency MLP,53,40,150.0,150.0,120.0,120.0,0,140,0.0
frequency,Frequency MLP,53,41,150.0,150.0,120.0,150.0,5,140,0.03571428571428571
frequency,Frequency MLP,53,42,150.0,150.0,120.0,180.0,0,140,0.0
frequency,Frequency MLP,53,43,150.0,150.0,120.0,210.0,1,140,0.007142857142857143
frequency,Frequency MLP,53,44,150.0,150.0,120.0,240.0,0,140,0.0
frequency,Frequency MLP,53,45,150.0,150.0,120.0,270.0,0,140,0.0
frequency,Frequency MLP,53,46,150.0,150.0,120.0,300.0,0,140,0.0
frequency,Frequency MLP,53,47,150.0,150.0,120.0,330.0,1,140,0.007142857142857143
frequency,Frequency MLP,53,48,150.0,150.0,150.0,0.0,2,140,0.014285714285714285
frequency,Frequency MLP,53,49,150.0,150.0,150.0,30.0,2,140,0.014285714285714285
frequency,Frequency MLP,53,50,150.0,150.0,150.0,60.0,0,140,0.0
frequency,Frequency MLP,53,51,150.0,150.0,150.0,90.0,0,140,0.0
frequency,Frequency MLP,53,52,150.0,150.0,150.0,120.0,0,140,0.0
frequency,Frequency MLP,53,53,150.0,150.0,150.0,150.0,105,140,0.75
frequency,Frequency MLP,53,54,150.0,150.0,150.0,180.0,0,140,0.0
frequency,Frequency MLP,53,55,150.0,150.0,150.0,210.0,0,140,0.0
frequency,Frequency MLP,53,56,150.0,150.0,150.0,240.0,0,140,0.0
frequency,Frequency MLP,53,57,150.0,150.0,150.0,270.0,0,140,0.0
frequency,Frequency MLP,53,58,150.0,150.0,150.0,300.0,0,140,0.0
frequency,Frequency MLP,53,59,150.0,150.0,150.0,330.0,6,140,0.04285714285714286
frequency,Frequency MLP,54,0,150.0,180.0,30.0,0.0,0,140,0.0
frequency,Frequency MLP,54,1,150.0,180.0,30.0,30.0,0,140,0.0
frequency,Frequency MLP,54,2,150.0,180.0,30.0,60.0,0,140,0.0
frequency,Frequency MLP,54,3,150.0,180.0,30.0,90.0,0,140,0.0
frequency,Frequency MLP,54,4,150.0,180.0,30.0,120.0,0,140,0.0
frequency,Frequency MLP,54,5,150.0,180.0,30.0,150.0,0,140,0.0
frequency,Frequency MLP,54,6,150.0,180.0,30.0,180.0,2,140,0.014285714285714285
frequency,Frequency MLP,54,7,150.0,180.0,30.0,210.0,0,140,0.0
frequency,Frequency MLP,54,8,150.0,180.0,30.0,240.0,0,140,0.0
frequency,Frequency MLP,54,9,150.0,180.0,30.0,270.0,0,140,0.0
frequency,Frequency MLP,54,10,150.0,180.0,30.0,300.0,0,140,0.0
frequency,Frequency MLP,54,11,150.0,180.0,30.0,330.0,0,140,0.0
frequency,Frequency MLP,54,12,150.0,180.0,60.0,0.0,4,140,0.02857142857142857
frequency,Frequency MLP,54,13,150.0,180.0,60.0,30.0,0,140,0.0
frequency,Frequency MLP,54,14,150.0,180.0,60.0,60.0,0,140,0.0
frequency,Frequency MLP,54,15,150.0,180.0,60.0,90.0,0,140,0.0
frequency,Frequency MLP,54,16,150.0,180.0,60.0,120.0,0,140,0.0
frequency,Frequency MLP,54,17,150.0,180.0,60.0,150.0,0,140,0.0
frequency,Frequency MLP,54,18,150.0,180.0,60.0,180.0,4,140,0.02857142857142857
frequency,Frequency MLP,54,19,150.0,180.0,60.0,210.0,0,140,0.0
frequency,Frequency MLP,54,20,150.0,180.0,60.0,240.0,0,140,0.0
frequency,Frequency MLP,54,21,150.0,180.0,60.0,270.0,0,140,0.0
frequency,Frequency MLP,54,22,150.0,180.0,60.0,300.0,0,140,0.0
frequency,Frequency MLP,54,23,150.0,180.0,60.0,330.0,0,140,0.0
frequency,Frequency MLP,54,24,150.0,180.0,90.0,0.0,2,140,0.014285714285714285
frequency,Frequency MLP,54,25,150.0,180.0,90.0,30.0,0,140,0.0
frequency,Frequency MLP,54,26,150.0,180.0,90.0,60.0,0,140,0.0
frequency,Frequency MLP,54,27,150.0,180.0,90.0,90.0,0,140,0.0
frequency,Frequency MLP,54,28,150.0,180.0,90.0,120.0,0,140,0.0
frequency,Frequency MLP,54,29,150.0,180.0,90.0,150.0,0,140,0.0
frequency,Frequency MLP,54,30,150.0,180.0,90.0,180.0,0,140,0.0
frequency,Frequency MLP,54,31,150.0,180.0,90.0,210.0,0,140,0.0
frequency,Frequency MLP,54,32,150.0,180.0,90.0,240.0,0,140,0.0
frequency,Frequency MLP,54,33,150.0,180.0,90.0,270.0,0,140,0.0
frequency,Frequency MLP,54,34,150.0,180.0,90.0,300.0,0,140,0.0
frequency,Frequency MLP,54,35,150.0,180.0,90.0,330.0,0,140,0.0
frequency,Frequency MLP,54,36,150.0,180.0,120.0,0.0,4,140,0.02857142857142857
frequency,Frequency MLP,54,37,150.0,180.0,120.0,30.0,2,140,0.014285714285714285
frequency,Frequency MLP,54,38,150.0,180.0,120.0,60.0,0,140,0.0
frequency,Frequency MLP,54,39,150.0,180.0,120.0,90.0,0,140,0.0
frequency,Frequency MLP,54,40,150.0,180.0,120.0,120.0,0,140,0.0
frequency,Frequency MLP,54,41,150.0,180.0,120.0,150.0,0,140,0.0
frequency,Frequency MLP,54,42,150.0,180.0,120.0,180.0,24,140,0.17142857142857143
frequency,Frequency MLP,54,43,150.0,180.0,120.0,210.0,0,140,0.0
frequency,Frequency MLP,54,44,150.0,180.0,120.0,240.0,0,140,0.0
frequency,Frequency MLP,54,45,150.0,180.0,120.0,270.0,0,140,0.0
frequency,Frequency MLP,54,46,150.0,180.0,120.0,300.0,0,140,0.0
frequency,Frequency MLP,54,47,150.0,180.0,120.0,330.0,0,140,0.0
frequency,Frequency MLP,54,48,150.0,180.0,150.0,0.0,2,140,0.014285714285714285
frequency,Frequency MLP,54,49,150.0,180.0,150.0,30.0,0,140,0.0
frequency,Frequency MLP,54,50,150.0,180.0,150.0,60.0,0,140,0.0
frequency,Frequency MLP,54,51,150.0,180.0,150.0,90.0,0,140,0.0
frequency,Frequency MLP,54,52,150.0,180.0,150.0,120.0,0,140,0.0
frequency,Frequency MLP,54,53,150.0,180.0,150.0,150.0,0,140,0.0
frequency,Frequency MLP,54,54,150.0,180.0,150.0,180.0,96,140,0.6857142857142857
frequency,Frequency MLP,54,55,150.0,180.0,150.0,210.0,0,140,0.0
frequency,Frequency MLP,54,56,150.0,180.0,150.0,240.0,0,140,0.0
frequency,Frequency MLP,54,57,150.0,180.0,150.0,270.0,0,140,0.0
frequency,Frequency MLP,54,58,150.0,180.0,150.0,300.0,0,140,0.0
frequency,Frequency MLP,54,59,150.0,180.0,150.0,330.0,0,140,0.0
frequency,Frequency MLP,55,0,150.0,210.0,30.0,0.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,1,150.0,210.0,30.0,30.0,0,140,0.0
frequency,Frequency MLP,55,2,150.0,210.0,30.0,60.0,0,140,0.0
frequency,Frequency MLP,55,3,150.0,210.0,30.0,90.0,0,140,0.0
frequency,Frequency MLP,55,4,150.0,210.0,30.0,120.0,0,140,0.0
frequency,Frequency MLP,55,5,150.0,210.0,30.0,150.0,3,140,0.02142857142857143
frequency,Frequency MLP,55,6,150.0,210.0,30.0,180.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,7,150.0,210.0,30.0,210.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,8,150.0,210.0,30.0,240.0,0,140,0.0
frequency,Frequency MLP,55,9,150.0,210.0,30.0,270.0,0,140,0.0
frequency,Frequency MLP,55,10,150.0,210.0,30.0,300.0,0,140,0.0
frequency,Frequency MLP,55,11,150.0,210.0,30.0,330.0,7,140,0.05
frequency,Frequency MLP,55,12,150.0,210.0,60.0,0.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,13,150.0,210.0,60.0,30.0,0,140,0.0
frequency,Frequency MLP,55,14,150.0,210.0,60.0,60.0,0,140,0.0
frequency,Frequency MLP,55,15,150.0,210.0,60.0,90.0,0,140,0.0
frequency,Frequency MLP,55,16,150.0,210.0,60.0,120.0,0,140,0.0
frequency,Frequency MLP,55,17,150.0,210.0,60.0,150.0,0,140,0.0
frequency,Frequency MLP,55,18,150.0,210.0,60.0,180.0,0,140,0.0
frequency,Frequency MLP,55,19,150.0,210.0,60.0,210.0,0,140,0.0
frequency,Frequency MLP,55,20,150.0,210.0,60.0,240.0,0,140,0.0
frequency,Frequency MLP,55,21,150.0,210.0,60.0,270.0,0,140,0.0
frequency,Frequency MLP,55,22,150.0,210.0,60.0,300.0,0,140,0.0
frequency,Frequency MLP,55,23,150.0,210.0,60.0,330.0,0,140,0.0
frequency,Frequency MLP,55,24,150.0,210.0,90.0,0.0,0,140,0.0
frequency,Frequency MLP,55,25,150.0,210.0,90.0,30.0,0,140,0.0
frequency,Frequency MLP,55,26,150.0,210.0,90.0,60.0,0,140,0.0
frequency,Frequency MLP,55,27,150.0,210.0,90.0,90.0,0,140,0.0
frequency,Frequency MLP,55,28,150.0,210.0,90.0,120.0,0,140,0.0
frequency,Frequency MLP,55,29,150.0,210.0,90.0,150.0,0,140,0.0
frequency,Frequency MLP,55,30,150.0,210.0,90.0,180.0,0,140,0.0
frequency,Frequency MLP,55,31,150.0,210.0,90.0,210.0,0,140,0.0
frequency,Frequency MLP,55,32,150.0,210.0,90.0,240.0,0,140,0.0
frequency,Frequency MLP,55,33,150.0,210.0,90.0,270.0,0,140,0.0
frequency,Frequency MLP,55,34,150.0,210.0,90.0,300.0,0,140,0.0
frequency,Frequency MLP,55,35,150.0,210.0,90.0,330.0,0,140,0.0
frequency,Frequency MLP,55,36,150.0,210.0,120.0,0.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,37,150.0,210.0,120.0,30.0,2,140,0.014285714285714285
frequency,Frequency MLP,55,38,150.0,210.0,120.0,60.0,0,140,0.0
frequency,Frequency MLP,55,39,150.0,210.0,120.0,90.0,0,140,0.0
frequency,Frequency MLP,55,40,150.0,210.0,120.0,120.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,41,150.0,210.0,120.0,150.0,0,140,0.0
frequency,Frequency MLP,55,42,150.0,210.0,120.0,180.0,0,140,0.0
frequency,Frequency MLP,55,43,150.0,210.0,120.0,210.0,2,140,0.014285714285714285
frequency,Frequency MLP,55,44,150.0,210.0,120.0,240.0,0,140,0.0
frequency,Frequency MLP,55,45,150.0,210.0,120.0,270.0,0,140,0.0
frequency,Frequency MLP,55,46,150.0,210.0,120.0,300.0,0,140,0.0
frequency,Frequency MLP,55,47,150.0,210.0,120.0,330.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,48,150.0,210.0,150.0,0.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,49,150.0,210.0,150.0,30.0,8,140,0.05714285714285714
frequency,Frequency MLP,55,50,150.0,210.0,150.0,60.0,0,140,0.0
frequency,Frequency MLP,55,51,150.0,210.0,150.0,90.0,0,140,0.0
frequency,Frequency MLP,55,52,150.0,210.0,150.0,120.0,0,140,0.0
frequency,Frequency MLP,55,53,150.0,210.0,150.0,150.0,1,140,0.007142857142857143
frequency,Frequency MLP,55,54,150.0,210.0,150.0,180.0,5,140,0.03571428571428571
frequency,Frequency MLP,55,55,150.0,210.0,150.0,210.0,103,140,0.7357142857142858
frequency,Frequency MLP,55,56,150.0,210.0,150.0,240.0,0,140,0.0
frequency,Frequency MLP,55,57,150.0,210.0,150.0,270.0,0,140,0.0
frequency,Frequency MLP,55,58,150.0,210.0,150.0,300.0,0,140,0.0
frequency,Frequency MLP,55,59,150.0,210.0,150.0,330.0,1,140,0.007142857142857143
frequency,Frequency MLP,56,0,150.0,240.0,30.0,0.0,0,140,0.0
frequency,Frequency MLP,56,1,150.0,240.0,30.0,30.0,0,140,0.0
frequency,Frequency MLP,56,2,150.0,240.0,30.0,60.0,3,140,0.02142857142857143
frequency,Frequency MLP,56,3,150.0,240.0,30.0,90.0,3,140,0.02142857142857143
frequency,Frequency MLP,56,4,150.0,240.0,30.0,120.0,5,140,0.03571428571428571
frequency,Frequency MLP,56,5,150.0,240.0,30.0,150.0,0,140,0.0
frequency,Frequency MLP,56,6,150.0,240.0,30.0,180.0,0,140,0.0
frequency,Frequency MLP,56,7,150.0,240.0,30.0,210.0,0,140,0.0
frequency,Frequency MLP,56,8,150.0,240.0,30.0,240.0,6,140,0.04285714285714286
frequency,Frequency MLP,56,9,150.0,240.0,30.0,270.0,2,140,0.014285714285714285
frequency,Frequency MLP,56,10,150.0,240.0,30.0,300.0,0,140,0.0
frequency,Frequency MLP,56,11,150.0,240.0,30.0,330.0,0,140,0.0
frequency,Frequency MLP,56,12,150.0,240.0,60.0,0.0,0,140,0.0
frequency,Frequency MLP,56,13,150.0,240.0,60.0,30.0,0,140,0.0
frequency,Frequency MLP,56,14,150.0,240.0,60.0,60.0,0,140,0.0
frequency,Frequency MLP,56,15,150.0,240.0,60.0,90.0,0,140,0.0
frequency,Frequency MLP,56,16,150.0,240.0,60.0,120.0,0,140,0.0
frequency,Frequency MLP,56,17,150.0,240.0,60.0,150.0,0,140,0.0
frequency,Frequency MLP,56,18,150.0,240.0,60.0,180.0,0,140,0.0
frequency,Frequency MLP,56,19,150.0,240.0,60.0,210.0,0,140,0.0
frequency,Frequency MLP,56,20,150.0,240.0,60.0,240.0,0,140,0.0
frequency,Frequency MLP,56,21,150.0,240.0,60.0,270.0,0,140,0.0
frequency,Frequency MLP,56,22,150.0,240.0,60.0,300.0,0,140,0.0
frequency,Frequency MLP,56,23,150.0,240.0,60.0,330.0,0,140,0.0
frequency,Frequency MLP,56,24,150.0,240.0,90.0,0.0,0,140,0.0
frequency,Frequency MLP,56,25,150.0,240.0,90.0,30.0,0,140,0.0
frequency,Frequency MLP,56,26,150.0,240.0,90.0,60.0,0,140,0.0
frequency,Frequency MLP,56,27,150.0,240.0,90.0,90.0,0,140,0.0
frequency,Frequency MLP,56,28,150.0,240.0,90.0,120.0,0,140,0.0
frequency,Frequency MLP,56,29,150.0,240.0,90.0,150.0,0,140,0.0
frequency,Frequency MLP,56,30,150.0,240.0,90.0,180.0,0,140,0.0
frequency,Frequency MLP,56,31,150.0,240.0,90.0,210.0,0,140,0.0
frequency,Frequency MLP,56,32,150.0,240.0,90.0,240.0,0,140,0.0
frequency,Frequency MLP,56,33,150.0,240.0,90.0,270.0,0,140,0.0
frequency,Frequency MLP,56,34,150.0,240.0,90.0,300.0,0,140,0.0
frequency,Frequency MLP,56,35,150.0,240.0,90.0,330.0,0,140,0.0
frequency,Frequency MLP,56,36,150.0,240.0,120.0,0.0,0,140,0.0
frequency,Frequency MLP,56,37,150.0,240.0,120.0,30.0,0,140,0.0
frequency,Frequency MLP,56,38,150.0,240.0,120.0,60.0,1,140,0.007142857142857143
frequency,Frequency MLP,56,39,150.0,240.0,120.0,90.0,0,140,0.0
frequency,Frequency MLP,56,40,150.0,240.0,120.0,120.0,0,140,0.0
frequency,Frequency MLP,56,41,150.0,240.0,120.0,150.0,0,140,0.0
frequency,Frequency MLP,56,42,150.0,240.0,120.0,180.0,0,140,0.0
frequency,Frequency MLP,56,43,150.0,240.0,120.0,210.0,0,140,0.0
frequency,Frequency MLP,56,44,150.0,240.0,120.0,240.0,0,140,0.0
frequency,Frequency MLP,56,45,150.0,240.0,120.0,270.0,0,140,0.0
frequency,Frequency MLP,56,46,150.0,240.0,120.0,300.0,0,140,0.0
frequency,Frequency MLP,56,47,150.0,240.0,120.0,330.0,0,140,0.0
frequency,Frequency MLP,56,48,150.0,240.0,150.0,0.0,0,140,0.0
frequency,Frequency MLP,56,49,150.0,240.0,150.0,30.0,0,140,0.0
frequency,Frequency MLP,56,50,150.0,240.0,150.0,60.0,11,140,0.07857142857142857
frequency,Frequency MLP,56,51,150.0,240.0,150.0,90.0,0,140,0.0
frequency,Frequency MLP,56,52,150.0,240.0,150.0,120.0,1,140,0.007142857142857143
frequency,Frequency MLP,56,53,150.0,240.0,150.0,150.0,0,140,0.0
frequency,Frequency MLP,56,54,150.0,240.0,150.0,180.0,0,140,0.0
frequency,Frequency MLP,56,55,150.0,240.0,150.0,210.0,1,140,0.007142857142857143
frequency,Frequency MLP,56,56,150.0,240.0,150.0,240.0,103,140,0.7357142857142858
frequency,Frequency MLP,56,57,150.0,240.0,150.0,270.0,3,140,0.02142857142857143
frequency,Frequency MLP,56,58,150.0,240.0,150.0,300.0,1,140,0.007142857142857143
frequency,Frequency MLP,56,59,150.0,240.0,150.0,330.0,0,140,0.0
frequency,Frequency MLP,57,0,150.0,270.0,30.0,0.0,0,140,0.0
frequency,Frequency MLP,57,1,150.0,270.0,30.0,30.0,0,140,0.0
frequency,Frequency MLP,57,2,150.0,270.0,30.0,60.0,2,140,0.014285714285714285
frequency,Frequency MLP,57,3,150.0,270.0,30.0,90.0,5,140,0.03571428571428571
frequency,Frequency MLP,57,4,150.0,270.0,30.0,120.0,0,140,0.0
frequency,Frequency MLP,57,5,150.0,270.0,30.0,150.0,0,140,0.0
frequency,Frequency MLP,57,6,150.0,270.0,30.0,180.0,0,140,0.0
frequency,Frequency MLP,57,7,150.0,270.0,30.0,210.0,0,140,0.0
frequency,Frequency MLP,57,8,150.0,270.0,30.0,240.0,1,140,0.007142857142857143
frequency,Frequency MLP,57,9,150.0,270.0,30.0,270.0,2,140,0.014285714285714285
frequency,Frequency MLP,57,10,150.0,270.0,30.0,300.0,0,140,0.0
frequency,Frequency MLP,57,11,150.0,270.0,30.0,330.0,0,140,0.0
frequency,Frequency MLP,57,12,150.0,270.0,60.0,0.0,0,140,0.0
frequency,Frequency MLP,57,13,150.0,270.0,60.0,30.0,0,140,0.0
frequency,Frequency MLP,57,14,150.0,270.0,60.0,60.0,0,140,0.0
frequency,Frequency MLP,57,15,150.0,270.0,60.0,90.0,0,140,0.0
frequency,Frequency MLP,57,16,150.0,270.0,60.0,120.0,0,140,0.0
frequency,Frequency MLP,57,17,150.0,270.0,60.0,150.0,0,140,0.0
frequency,Frequency MLP,57,18,150.0,270.0,60.0,180.0,0,140,0.0
frequency,Frequency MLP,57,19,150.0,270.0,60.0,210.0,0,140,0.0
frequency,Frequency MLP,57,20,150.0,270.0,60.0,240.0,0,140,0.0
frequency,Frequency MLP,57,21,150.0,270.0,60.0,270.0,0,140,0.0
frequency,Frequency MLP,57,22,150.0,270.0,60.0,300.0,0,140,0.0
frequency,Frequency MLP,57,23,150.0,270.0,60.0,330.0,0,140,0.0
frequency,Frequency MLP,57,24,150.0,270.0,90.0,0.0,0,140,0.0
frequency,Frequency MLP,57,25,150.0,270.0,90.0,30.0,0,140,0.0
frequency,Frequency MLP,57,26,150.0,270.0,90.0,60.0,0,140,0.0
frequency,Frequency MLP,57,27,150.0,270.0,90.0,90.0,0,140,0.0
frequency,Frequency MLP,57,28,150.0,270.0,90.0,120.0,0,140,0.0
frequency,Frequency MLP,57,29,150.0,270.0,90.0,150.0,0,140,0.0
frequency,Frequency MLP,57,30,150.0,270.0,90.0,180.0,0,140,0.0
frequency,Frequency MLP,57,31,150.0,270.0,90.0,210.0,0,140,0.0
frequency,Frequency MLP,57,32,150.0,270.0,90.0,240.0,0,140,0.0
frequency,Frequency MLP,57,33,150.0,270.0,90.0,270.0,0,140,0.0
frequency,Frequency MLP,57,34,150.0,270.0,90.0,300.0,0,140,0.0
frequency,Frequency MLP,57,35,150.0,270.0,90.0,330.0,0,140,0.0
frequency,Frequency MLP,57,36,150.0,270.0,120.0,0.0,0,140,0.0
frequency,Frequency MLP,57,37,150.0,270.0,120.0,30.0,0,140,0.0
frequency,Frequency MLP,57,38,150.0,270.0,120.0,60.0,0,140,0.0
frequency,Frequency MLP,57,39,150.0,270.0,120.0,90.0,1,140,0.007142857142857143
frequency,Frequency MLP,57,40,150.0,270.0,120.0,120.0,0,140,0.0
frequency,Frequency MLP,57,41,150.0,270.0,120.0,150.0,0,140,0.0
frequency,Frequency MLP,57,42,150.0,270.0,120.0,180.0,0,140,0.0
frequency,Frequency MLP,57,43,150.0,270.0,120.0,210.0,0,140,0.0
frequency,Frequency MLP,57,44,150.0,270.0,120.0,240.0,0,140,0.0
frequency,Frequency MLP,57,45,150.0,270.0,120.0,270.0,0,140,0.0
frequency,Frequency MLP,57,46,150.0,270.0,120.0,300.0,0,140,0.0
frequency,Frequency MLP,57,47,150.0,270.0,120.0,330.0,0,140,0.0
frequency,Frequency MLP,57,48,150.0,270.0,150.0,0.0,0,140,0.0
frequency,Frequency MLP,57,49,150.0,270.0,150.0,30.0,0,140,0.0
frequency,Frequency MLP,57,50,150.0,270.0,150.0,60.0,1,140,0.007142857142857143
frequency,Frequency MLP,57,51,150.0,270.0,150.0,90.0,8,140,0.05714285714285714
frequency,Frequency MLP,57,52,150.0,270.0,150.0,120.0,0,140,0.0
frequency,Frequency MLP,57,53,150.0,270.0,150.0,150.0,0,140,0.0
frequency,Frequency MLP,57,54,150.0,270.0,150.0,180.0,0,140,0.0
frequency,Frequency MLP,57,55,150.0,270.0,150.0,210.0,0,140,0.0
frequency,Frequency MLP,57,56,150.0,270.0,150.0,240.0,3,140,0.02142857142857143
frequency,Frequency MLP,57,57,150.0,270.0,150.0,270.0,117,140,0.8357142857142857
frequency,Frequency MLP,57,58,150.0,270.0,150.0,300.0,0,140,0.0
frequency,Frequency MLP,57,59,150.0,270.0,150.0,330.0,0,140,0.0
frequency,Frequency MLP,58,0,150.0,300.0,30.0,0.0,0,140,0.0
frequency,Frequency MLP,58,1,150.0,300.0,30.0,30.0,1,140,0.007142857142857143
frequency,Frequency MLP,58,2,150.0,300.0,30.0,60.0,5,140,0.03571428571428571
frequency,Frequency MLP,58,3,150.0,300.0,30.0,90.0,0,140,0.0
frequency,Frequency MLP,58,4,150.0,300.0,30.0,120.0,0,140,0.0
frequency,Frequency MLP,58,5,150.0,300.0,30.0,150.0,1,140,0.007142857142857143
frequency,Frequency MLP,58,6,150.0,300.0,30.0,180.0,0,140,0.0
frequency,Frequency MLP,58,7,150.0,300.0,30.0,210.0,0,140,0.0
frequency,Frequency MLP,58,8,150.0,300.0,30.0,240.0,0,140,0.0
frequency,Frequency MLP,58,9,150.0,300.0,30.0,270.0,2,140,0.014285714285714285
frequency,Frequency MLP,58,10,150.0,300.0,30.0,300.0,0,140,0.0
frequency,Frequency MLP,58,11,150.0,300.0,30.0,330.0,0,140,0.0
frequency,Frequency MLP,58,12,150.0,300.0,60.0,0.0,0,140,0.0
frequency,Frequency MLP,58,13,150.0,300.0,60.0,30.0,0,140,0.0
frequency,Frequency MLP,58,14,150.0,300.0,60.0,60.0,3,140,0.02142857142857143
frequency,Frequency MLP,58,15,150.0,300.0,60.0,90.0,0,140,0.0
frequency,Frequency MLP,58,16,150.0,300.0,60.0,120.0,0,140,0.0
frequency,Frequency MLP,58,17,150.0,300.0,60.0,150.0,0,140,0.0
frequency,Frequency MLP,58,18,150.0,300.0,60.0,180.0,0,140,0.0
frequency,Frequency MLP,58,19,150.0,300.0,60.0,210.0,0,140,0.0
frequency,Frequency MLP,58,20,150.0,300.0,60.0,240.0,0,140,0.0
frequency,Frequency MLP,58,21,150.0,300.0,60.0,270.0,0,140,0.0
frequency,Frequency MLP,58,22,150.0,300.0,60.0,300.0,1,140,0.007142857142857143
frequency,Frequency MLP,58,23,150.0,300.0,60.0,330.0,0,140,0.0
frequency,Frequency MLP,58,24,150.0,300.0,90.0,0.0,0,140,0.0
frequency,Frequency MLP,58,25,150.0,300.0,90.0,30.0,0,140,0.0
frequency,Frequency MLP,58,26,150.0,300.0,90.0,60.0,0,140,0.0
frequency,Frequency MLP,58,27,150.0,300.0,90.0,90.0,0,140,0.0
frequency,Frequency MLP,58,28,150.0,300.0,90.0,120.0,0,140,0.0
frequency,Frequency MLP,58,29,150.0,300.0,90.0,150.0,0,140,0.0
frequency,Frequency MLP,58,30,150.0,300.0,90.0,180.0,0,140,0.0
frequency,Frequency MLP,58,31,150.0,300.0,90.0,210.0,0,140,0.0
frequency,Frequency MLP,58,32,150.0,300.0,90.0,240.0,0,140,0.0
frequency,Frequency MLP,58,33,150.0,300.0,90.0,270.0,0,140,0.0
frequency,Frequency MLP,58,34,150.0,300.0,90.0,300.0,0,140,0.0
frequency,Frequency MLP,58,35,150.0,300.0,90.0,330.0,0,140,0.0
frequency,Frequency MLP,58,36,150.0,300.0,120.0,0.0,0,140,0.0
frequency,Frequency MLP,58,37,150.0,300.0,120.0,30.0,0,140,0.0
frequency,Frequency MLP,58,38,150.0,300.0,120.0,60.0,1,140,0.007142857142857143
frequency,Frequency MLP,58,39,150.0,300.0,120.0,90.0,0,140,0.0
frequency,Frequency MLP,58,40,150.0,300.0,120.0,120.0,0,140,0.0
frequency,Frequency MLP,58,41,150.0,300.0,120.0,150.0,0,140,0.0
frequency,Frequency MLP,58,42,150.0,300.0,120.0,180.0,0,140,0.0
frequency,Frequency MLP,58,43,150.0,300.0,120.0,210.0,0,140,0.0
frequency,Frequency MLP,58,44,150.0,300.0,120.0,240.0,0,140,0.0
frequency,Frequency MLP,58,45,150.0,300.0,120.0,270.0,0,140,0.0
frequency,Frequency MLP,58,46,150.0,300.0,120.0,300.0,0,140,0.0
frequency,Frequency MLP,58,47,150.0,300.0,120.0,330.0,1,140,0.007142857142857143
frequency,Frequency MLP,58,48,150.0,300.0,150.0,0.0,0,140,0.0
frequency,Frequency MLP,58,49,150.0,300.0,150.0,30.0,0,140,0.0
frequency,Frequency MLP,58,50,150.0,300.0,150.0,60.0,1,140,0.007142857142857143
frequency,Frequency MLP,58,51,150.0,300.0,150.0,90.0,4,140,0.02857142857142857
frequency,Frequency MLP,58,52,150.0,300.0,150.0,120.0,14,140,0.1
frequency,Frequency MLP,58,53,150.0,300.0,150.0,150.0,0,140,0.0
frequency,Frequency MLP,58,54,150.0,300.0,150.0,180.0,0,140,0.0
frequency,Frequency MLP,58,55,150.0,300.0,150.0,210.0,0,140,0.0
frequency,Frequency MLP,58,56,150.0,300.0,150.0,240.0,0,140,0.0
frequency,Frequency MLP,58,57,150.0,300.0,150.0,270.0,3,140,0.02142857142857143
frequency,Frequency MLP,58,58,150.0,300.0,150.0,300.0,103,140,0.7357142857142858
frequency,Frequency MLP,58,59,150.0,300.0,150.0,330.0,0,140,0.0
