arm,arm_display,entity_type,entity,object_code,theta_true_deg,phi_true_deg,prediction_rows,tail_gt90_count,tail_gt90_rate,tail_ge150_rate,exact_antipodal_rate,tail_rank,share_of_arm_tail
hann_ifft,Hann-IFFT MLP,object,bb7d,bb7d,,,420,206,0.49047619047619045,0.1595238095238095,0.06904761904761905,1,0.11081226465841851
hann_ifft,Hann-IFFT MLP,object,ba0f,ba0f,,,420,197,0.46904761904761905,0.2,0.10476190476190476,2,0.10597095212479828
hann_ifft,Hann-IFFT MLP,object,b979,b979,,,420,173,0.4119047619047619,0.09285714285714286,0.0380952380952381,3,0.09306078536847767
hann_ifft,Hann-IFFT MLP,object,bb26,bb26,,,420,164,0.3904761904761905,0.20476190476190476,0.07857142857142857,4,0.08821947283485745
hann_ifft,Hann-IFFT MLP,object,b7fd,b7fd,,,420,157,0.3738095238095238,0.1380952380952381,0.06190476190476191,5,0.0844540075309306
hann_ifft,Hann-IFFT MLP,object,b8ed,b8ed,,,420,151,0.3595238095238095,0.14047619047619048,0.06904761904761905,6,0.08122646584185046
hann_ifft,Hann-IFFT MLP,object,bc2c,bc2c,,,420,145,0.34523809523809523,0.14523809523809525,0.07142857142857142,7,0.07799892415277031
hann_ifft,Hann-IFFT MLP,object,bbc6,bbc6,,,420,118,0.28095238095238095,0.15476190476190477,0.12857142857142856,8,0.06347498655190963
hann_ifft,Hann-IFFT MLP,object,b97b,b97b,,,420,84,0.2,0.15476190476190477,0.12857142857142856,9,0.04518558364712211
hann_ifft,Hann-IFFT MLP,object,bb7c,bb7c,,,420,58,0.1380952380952381,0.09523809523809523,0.09047619047619047,10,0.031199569661108123
hann_ifft,Hann-IFFT MLP,object,b9e6,b9e6,,,420,57,0.1357142857142857,0.0880952380952381,0.0880952380952381,11,0.03066164604626143
hann_ifft,Hann-IFFT MLP,object,b827,b827,,,420,54,0.12857142857142856,0.06904761904761905,0.047619047619047616,12,0.029047875201721356
hann_ifft,Hann-IFFT MLP,object,b7c1,b7c1,,,420,53,0.1261904761904762,0.08095238095238096,0.08095238095238096,13,0.028509951586874662
hann_ifft,Hann-IFFT MLP,object,b905,b905,,,420,48,0.11428571428571428,0.06428571428571428,0.05,14,0.025820333512641205
hann_ifft,Hann-IFFT MLP,object,b871,b871,,,420,46,0.10952380952380952,0.06666666666666667,0.06428571428571428,15,0.02474448628294782
hann_ifft,Hann-IFFT MLP,object,b943,b943,,,420,43,0.10238095238095238,0.0761904761904762,0.07380952380952381,16,0.023130715438407747
hann_ifft,Hann-IFFT MLP,object,b812,b812,,,420,38,0.09047619047619047,0.08095238095238096,0.08095238095238096,17,0.020441097364174286
