arm,arm_display,entity_type,entity,object_code,theta_true_deg,phi_true_deg,prediction_rows,tail_gt90_count,tail_gt90_rate,tail_ge150_rate,exact_antipodal_rate,tail_rank,share_of_arm_tail
hann_ifft,Hann-IFFT MLP,direction,t150_p180,,150.0,180.0,140,11,0.07857142857142857,0.014285714285714285,0.0,56,0.005917159763313609
hann_ifft,Hann-IFFT MLP,direction,t030_p180,,30.0,180.0,140,8,0.05714285714285714,0.04285714285714286,0.0,57,0.004303388918773534
hann_ifft,Hann-IFFT MLP,direction,t030_p000,,30.0,0.0,140,6,0.04285714285714286,0.04285714285714286,0.0,58,0.0032275416890801506
hann_ifft,Hann-IFFT MLP,direction,t150_p000,,150.0,0.0,140,4,0.02857142857142857,0.02857142857142857,0.02857142857142857,59,0.002151694459386767
hann_ifft,Hann-IFFT MLP,direction,t150_p300,,150.0,300.0,140,1,0.007142857142857143,0.007142857142857143,0.0,60,0.0005379236148466917
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p180,,90.0,180.0,20,8,0.4,0.35,0.1,1,0.05128205128205128
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p150,,90.0,150.0,20,6,0.3,0.2,0.1,2,0.038461538461538464
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p240,,90.0,240.0,20,6,0.3,0.05,0.0,3,0.038461538461538464
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p000,,90.0,0.0,20,5,0.25,0.2,0.1,4,0.03205128205128205
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p030,,90.0,30.0,20,5,0.25,0.1,0.0,5,0.03205128205128205
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p060,,90.0,60.0,20,5,0.25,0.0,0.0,6,0.03205128205128205
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p060,,120.0,60.0,20,5,0.25,0.0,0.0,7,0.03205128205128205
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p240,,150.0,240.0,20,5,0.25,0.05,0.0,8,0.03205128205128205
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p060,,60.0,60.0,20,4,0.2,0.0,0.0,9,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p240,,60.0,240.0,20,4,0.2,0.0,0.0,10,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p270,,60.0,270.0,20,4,0.2,0.05,0.0,11,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p090,,90.0,90.0,20,4,0.2,0.2,0.05,12,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p210,,90.0,210.0,20,4,0.2,0.1,0.05,13,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p330,,90.0,330.0,20,4,0.2,0.1,0.05,14,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p120,,120.0,120.0,20,4,0.2,0.0,0.0,15,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p240,,120.0,240.0,20,4,0.2,0.0,0.0,16,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p060,,150.0,60.0,20,4,0.2,0.2,0.0,17,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p240,,30.0,240.0,20,3,0.15,0.1,0.0,18,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p270,,30.0,270.0,20,3,0.15,0.05,0.0,19,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p120,,60.0,120.0,20,3,0.15,0.0,0.0,20,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p180,,60.0,180.0,20,3,0.15,0.05,0.05,21,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p210,,60.0,210.0,20,3,0.15,0.0,0.0,22,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p300,,60.0,300.0,20,3,0.15,0.0,0.0,23,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p300,,90.0,300.0,20,3,0.15,0.0,0.0,24,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p030,,120.0,30.0,20,3,0.15,0.0,0.0,25,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p210,,120.0,210.0,20,3,0.15,0.0,0.0,26,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p300,,120.0,300.0,20,3,0.15,0.0,0.0,27,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p330,,150.0,330.0,20,3,0.15,0.05,0.0,28,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p060,,30.0,60.0,20,2,0.1,0.1,0.0,29,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p090,,30.0,90.0,20,2,0.1,0.0,0.0,30,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p120,,30.0,120.0,20,2,0.1,0.0,0.0,31,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p180,,30.0,180.0,20,2,0.1,0.1,0.0,32,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p210,,30.0,210.0,20,2,0.1,0.1,0.0,33,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p000,,60.0,0.0,20,2,0.1,0.0,0.0,34,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p030,,60.0,30.0,20,2,0.1,0.0,0.0,35,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p150,,60.0,150.0,20,2,0.1,0.0,0.0,36,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p120,,90.0,120.0,20,2,0.1,0.0,0.0,37,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t090_p270,,90.0,270.0,20,2,0.1,0.1,0.05,38,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p150,,120.0,150.0,20,2,0.1,0.0,0.0,39,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p120,,150.0,120.0,20,2,0.1,0.05,0.0,40,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p150,,150.0,150.0,20,2,0.1,0.05,0.0,41,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p210,,150.0,210.0,20,2,0.1,0.1,0.0,42,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p270,,150.0,270.0,20,2,0.1,0.05,0.05,43,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p030,,30.0,30.0,20,1,0.05,0.0,0.0,44,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p150,,30.0,150.0,20,1,0.05,0.05,0.0,45,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p300,,30.0,300.0,20,1,0.05,0.05,0.0,46,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p330,,30.0,330.0,20,1,0.05,0.0,0.0,47,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p330,,60.0,330.0,20,1,0.05,0.0,0.0,48,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p000,,120.0,0.0,20,1,0.05,0.0,0.0,49,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p180,,120.0,180.0,20,1,0.05,0.05,0.05,50,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p270,,120.0,270.0,20,1,0.05,0.0,0.0,51,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p030,,150.0,30.0,20,1,0.05,0.05,0.0,52,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p090,,150.0,90.0,20,1,0.05,0.0,0.0,53,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p180,,150.0,180.0,20,1,0.05,0.05,0.05,54,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p300,,150.0,300.0,20,1,0.05,0.05,0.0,55,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,direction,t030_p000,,30.0,0.0,20,0,0.0,0.0,0.0,56,0.0
strong_1nn,Deterministic 6ch 1-NN,direction,t060_p090,,60.0,90.0,20,0,0.0,0.0,0.0,57,0.0
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p090,,120.0,90.0,20,0,0.0,0.0,0.0,58,0.0
strong_1nn,Deterministic 6ch 1-NN,direction,t120_p330,,120.0,330.0,20,0,0.0,0.0,0.0,59,0.0
strong_1nn,Deterministic 6ch 1-NN,direction,t150_p000,,150.0,0.0,20,0,0.0,0.0,0.0,60,0.0
