arm,arm_display,theta_true_deg,phi_true_deg,prediction_rows,object_count,seed_count,great_circle_mean_deg,great_circle_median_deg,great_circle_p90_deg,great_circle_p95_deg,top1_acc,tail_rate_gt90_deg,tail_rate_ge150_deg,near_antipodal_rate_ge165_lt180,exact_antipodal_rate_180,direction_index
hann_ifft,Hann-IFFT MLP,30.0,330.0,140,20,7,35.45913583210537,0.0,128.68218994140625,130.50535583496094,0.6785714285714286,0.2714285714285714,0.04285714285714286,0.0,0.0,11
hann_ifft,Hann-IFFT MLP,60.0,0.0,140,20,7,34.74513724190848,0.0,113.54812622070312,180.0,0.5214285714285715,0.10714285714285714,0.07857142857142857,0.0,0.05,12
hann_ifft,Hann-IFFT MLP,60.0,30.0,140,20,7,34.93915070125035,0.0,120.00000762939453,120.00000762939453,0.5928571428571429,0.15714285714285714,0.007142857142857143,0.0,0.007142857142857143,13
hann_ifft,Hann-IFFT MLP,60.0,60.0,140,20,7,31.03721151351929,0.0,128.68218994140625,154.0949249267578,0.6857142857142857,0.18571428571428572,0.06428571428571428,0.0,0.02142857142857143,14
hann_ifft,Hann-IFFT MLP,60.0,90.0,140,20,7,36.90512053625924,0.0,180.0,180.0,0.6428571428571429,0.17142857142857143,0.12142857142857143,0.0,0.1,15
hann_ifft,Hann-IFFT MLP,60.0,120.0,140,20,7,39.90540576662336,0.0,128.6822052001953,130.50535583496094,0.6214285714285714,0.2714285714285714,0.02142857142857143,0.0,0.007142857142857143,16
hann_ifft,Hann-IFFT MLP,60.0,150.0,140,20,7,47.83315162658691,0.0,128.6822052001953,180.0,0.5142857142857142,0.21428571428571427,0.09285714285714286,0.0,0.07857142857142857,17
hann_ifft,Hann-IFFT MLP,60.0,180.0,140,20,7,30.043739550454276,0.0,90.0,93.32574462890625,0.5071428571428571,0.07857142857142857,0.0,0.0,0.0,18
hann_ifft,Hann-IFFT MLP,60.0,210.0,140,20,7,53.17994232177735,60.000003814697266,120.00000762939453,128.6822052001953,0.4142857142857143,0.2,0.03571428571428571,0.0,0.03571428571428571,19
hann_ifft,Hann-IFFT MLP,60.0,240.0,140,20,7,35.450276960645404,0.0,128.6822052001953,150.0,0.6285714285714286,0.2357142857142857,0.06428571428571428,0.0,0.007142857142857143,20
hann_ifft,Hann-IFFT MLP,60.0,270.0,140,20,7,44.95894366673061,0.0,150.0,180.0,0.5857142857142857,0.2857142857142857,0.1,0.0,0.07857142857142857,21
hann_ifft,Hann-IFFT MLP,60.0,300.0,140,20,7,25.495662225995744,0.0,120.00000762939453,128.68218994140625,0.7428571428571429,0.17142857142857143,0.02857142857142857,0.0,0.02142857142857143,22
hann_ifft,Hann-IFFT MLP,60.0,330.0,140,20,7,39.51318334851946,0.0,128.6822052001953,180.0,0.5928571428571429,0.19285714285714287,0.05,0.0,0.05,23
hann_ifft,Hann-IFFT MLP,90.0,0.0,140,20,7,106.68164807728358,150.0,180.0,180.0,0.3142857142857143,0.6,0.5642857142857143,0.0,0.45714285714285713,24
hann_ifft,Hann-IFFT MLP,90.0,30.0,140,20,7,85.21297537939888,90.0,180.0,180.0,0.36428571428571427,0.4857142857142857,0.3357142857142857,0.0,0.2785714285714286,25
hann_ifft,Hann-IFFT MLP,90.0,60.0,140,20,7,76.12271975108555,60.000003814697266,180.0,180.0,0.36428571428571427,0.42142857142857143,0.2357142857142857,0.0,0.21428571428571427,26
hann_ifft,Hann-IFFT MLP,90.0,90.0,140,20,7,81.64285726547241,30.000001907348633,180.0,180.0,0.4714285714285714,0.45,0.45,0.0,0.39285714285714285,27
hann_ifft,Hann-IFFT MLP,90.0,120.0,140,20,7,73.57237806320191,45.00000286102295,180.0,180.0,0.4928571428571429,0.45714285714285713,0.2642857142857143,0.0,0.2357142857142857,28
hann_ifft,Hann-IFFT MLP,90.0,150.0,140,20,7,87.49108006613595,75.00000190734863,180.0,180.0,0.3,0.4857142857142857,0.32857142857142857,0.0,0.29285714285714287,29
hann_ifft,Hann-IFFT MLP,90.0,180.0,140,20,7,72.88815089634487,30.000001907348633,180.0,180.0,0.4785714285714286,0.39285714285714285,0.37857142857142856,0.0,0.29285714285714287,30
hann_ifft,Hann-IFFT MLP,90.0,210.0,140,20,7,70.47176231656756,60.000003814697266,180.0,180.0,0.44285714285714284,0.36428571428571427,0.2785714285714286,0.0,0.2357142857142857,31
hann_ifft,Hann-IFFT MLP,90.0,240.0,140,20,7,66.56136237553187,60.000003814697266,180.0,180.0,0.36428571428571427,0.3357142857142857,0.16428571428571428,0.0,0.1357142857142857,32
hann_ifft,Hann-IFFT MLP,90.0,270.0,140,20,7,70.71428580965315,0.0,180.0,180.0,0.5571428571428572,0.39285714285714285,0.39285714285714285,0.0,0.34285714285714286,33
hann_ifft,Hann-IFFT MLP,90.0,300.0,140,20,7,62.49905300140381,35.70481204986572,180.0,180.0,0.4714285714285714,0.2857142857142857,0.2571428571428571,0.0,0.2571428571428571,34
hann_ifft,Hann-IFFT MLP,90.0,330.0,140,20,7,92.13327425548009,120.00000762939453,180.0,180.0,0.3,0.55,0.30714285714285716,0.0,0.2785714285714286,35
hann_ifft,Hann-IFFT MLP,120.0,0.0,140,20,7,27.123216806139265,0.0,120.00000762939453,143.9022216796875,0.5928571428571429,0.10714285714285714,0.04285714285714286,0.0,0.0,36
hann_ifft,Hann-IFFT MLP,120.0,30.0,140,20,7,23.923104885646275,0.0,97.18075561523438,120.00000762939453,0.7,0.1,0.0,0.0,0.0,37
hann_ifft,Hann-IFFT MLP,120.0,60.0,140,20,7,26.616864490509034,0.0,128.68218994140625,128.68218994140625,0.7428571428571429,0.15714285714285714,0.04285714285714286,0.0,0.007142857142857143,38
hann_ifft,Hann-IFFT MLP,120.0,90.0,140,20,7,41.65127310071673,0.0,154.09490966796875,180.0,0.6357142857142857,0.22142857142857142,0.1357142857142857,0.0,0.09285714285714286,39
hann_ifft,Hann-IFFT MLP,120.0,120.0,140,20,7,42.44990307944162,0.0,128.6822052001953,128.6822052001953,0.5928571428571429,0.29285714285714287,0.0,0.0,0.0,40
hann_ifft,Hann-IFFT MLP,120.0,150.0,140,20,7,41.899114636012484,0.0,120.00000762939453,128.6822052001953,0.55,0.18571428571428572,0.04285714285714286,0.0,0.04285714285714286,41
hann_ifft,Hann-IFFT MLP,120.0,180.0,140,20,7,30.857142448425293,0.0,120.00000762939453,120.00000762939453,0.5857142857142857,0.1,0.0,0.0,0.0,42
hann_ifft,Hann-IFFT MLP,120.0,210.0,140,20,7,50.39359607696533,60.000003814697266,120.00000762939453,128.6822052001953,0.4142857142857143,0.20714285714285716,0.02142857142857143,0.0,0.014285714285714285,43
hann_ifft,Hann-IFFT MLP,120.0,240.0,140,20,7,28.23800367627825,0.0,113.54811096191406,128.6822052001953,0.6714285714285714,0.16428571428571428,0.014285714285714285,0.0,0.0,44
hann_ifft,Hann-IFFT MLP,120.0,270.0,140,20,7,39.550726713453024,0.0,180.0,180.0,0.6357142857142857,0.22857142857142856,0.1,0.0,0.1,45
hann_ifft,Hann-IFFT MLP,120.0,300.0,140,20,7,34.39656799861363,0.0,128.68218994140625,180.0,0.65,0.2,0.05,0.0,0.05,46
hann_ifft,Hann-IFFT MLP,120.0,330.0,140,20,7,28.907368455614364,0.0,97.18075561523438,120.00000762939453,0.6714285714285714,0.14285714285714285,0.007142857142857143,0.0,0.0,47
hann_ifft,Hann-IFFT MLP,150.0,0.0,140,20,7,19.714281736101423,0.0,29.99998664855957,90.0,0.6071428571428571,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,48
hann_ifft,Hann-IFFT MLP,150.0,30.0,140,20,7,15.752845198767526,0.0,60.000003814697266,128.68218994140625,0.7642857142857142,0.07857142857142857,0.04285714285714286,0.02142857142857143,0.0,49
hann_ifft,Hann-IFFT MLP,150.0,60.0,140,20,7,41.374506977626254,0.0,151.04498291015625,151.04498291015625,0.6357142857142857,0.25,0.15714285714285714,0.02142857142857143,0.0,50
hann_ifft,Hann-IFFT MLP,150.0,90.0,140,20,7,41.58411196981157,0.0,165.12905883789062,180.0,0.6285714285714286,0.21428571428571427,0.1357142857142857,0.014285714285714285,0.08571428571428572,51
hann_ifft,Hann-IFFT MLP,150.0,120.0,140,20,7,21.813989666530063,0.0,90.0,128.68218994140625,0.7071428571428572,0.09285714285714286,0.007142857142857143,0.007142857142857143,0.0,52
hann_ifft,Hann-IFFT MLP,150.0,150.0,140,20,7,30.731436491012573,0.0,122.24180603027344,143.9022216796875,0.6857142857142857,0.19285714285714287,0.04285714285714286,0.014285714285714285,0.007142857142857143,53
hann_ifft,Hann-IFFT MLP,150.0,180.0,140,20,7,29.697447197777883,0.0,90.0,120.00000762939453,0.5214285714285715,0.07857142857142857,0.014285714285714285,0.0,0.0,54
hann_ifft,Hann-IFFT MLP,150.0,210.0,140,20,7,34.80770490510123,0.0,128.68218994140625,130.50535583496094,0.6,0.14285714285714285,0.03571428571428571,0.007142857142857143,0.0,55
hann_ifft,Hann-IFFT MLP,150.0,240.0,140,20,7,36.5956481048039,0.0,128.68218994140625,128.68218994140625,0.6285714285714286,0.22142857142857142,0.03571428571428571,0.007142857142857143,0.0,56
hann_ifft,Hann-IFFT MLP,150.0,270.0,140,20,7,34.022932822363714,0.0,120.00000762939453,180.0,0.6714285714285714,0.16428571428571428,0.05714285714285714,0.0,0.05714285714285714,57
hann_ifft,Hann-IFFT MLP,150.0,300.0,140,20,7,9.485231842313494,0.0,57.7581901550293,60.000003814697266,0.8142857142857143,0.007142857142857143,0.007142857142857143,0.0,0.0,58
hann_ifft,Hann-IFFT MLP,150.0,330.0,140,20,7,34.876397473471506,0.0,128.68218994140625,151.04498291015625,0.7071428571428572,0.25,0.08571428571428572,0.007142857142857143,0.0,59
strong_1nn,Deterministic 6ch 1-NN,30.0,0.0,20,20,1,17.243547222613184,0.0,59.99999999999999,90.0,0.7,0.0,0.0,0.0,0.0,0
strong_1nn,Deterministic 6ch 1-NN,30.0,30.0,20,20,1,12.434109372674474,0.0,59.99999999999999,128.68218745348946,0.85,0.05,0.0,0.0,0.0,1
strong_1nn,Deterministic 6ch 1-NN,30.0,60.0,20,20,1,24.104497562814014,0.0,151.04497562814015,151.04497562814015,0.75,0.1,0.1,0.0,0.0,2
strong_1nn,Deterministic 6ch 1-NN,30.0,90.0,20,20,1,24.0,0.0,115.65890627325527,120.00000000000001,0.7,0.1,0.0,0.0,0.0,3
strong_1nn,Deterministic 6ch 1-NN,30.0,120.0,20,20,1,21.86821874534894,0.0,128.68218745348943,128.68218745348943,0.75,0.1,0.0,0.0,0.0,4
strong_1nn,Deterministic 6ch 1-NN,30.0,150.0,20,20,1,13.552248781407007,0.0,59.999999999999986,151.04497562814015,0.85,0.05,0.05,0.0,0.0,5
strong_1nn,Deterministic 6ch 1-NN,30.0,180.0,20,20,1,23.256452777386812,0.0,149.99999999999997,165.12905554773627,0.75,0.1,0.1,0.05,0.0,6
strong_1nn,Deterministic 6ch 1-NN,30.0,210.0,20,20,1,24.104497562814014,0.0,151.04497562814015,151.04497562814015,0.75,0.1,0.1,0.0,0.0,7
strong_1nn,Deterministic 6ch 1-NN,30.0,240.0,20,20,1,33.53860693548849,0.0,151.04497562814015,151.04497562814015,0.7,0.15,0.1,0.0,0.0,8
strong_1nn,Deterministic 6ch 1-NN,30.0,270.0,20,20,1,25.93865817115064,0.0,143.9022189707491,165.1290555477363,0.7,0.15,0.05,0.05,0.0,9
strong_1nn,Deterministic 6ch 1-NN,30.0,300.0,20,20,1,7.552248781407007,0.0,0.0,151.04497562814015,0.95,0.05,0.05,0.0,0.0,10
strong_1nn,Deterministic 6ch 1-NN,30.0,330.0,20,20,1,9.434109372674474,0.0,59.999999999999986,128.68218745348946,0.9,0.05,0.0,0.0,0.0,11
strong_1nn,Deterministic 6ch 1-NN,60.0,0.0,20,20,1,23.999999999999996,0.0,119.99999999999999,119.99999999999999,0.7,0.1,0.0,0.0,0.0,12
strong_1nn,Deterministic 6ch 1-NN,60.0,30.0,20,20,1,20.71603379452865,0.0,119.99999999999999,128.68218745348943,0.8,0.1,0.0,0.0,0.0,13
strong_1nn,Deterministic 6ch 1-NN,60.0,60.0,20,20,1,30.236437490697888,0.0,128.68218745348943,128.68218745348943,0.75,0.2,0.0,0.0,0.0,14
strong_1nn,Deterministic 6ch 1-NN,60.0,90.0,20,20,1,9.0,0.0,90.0,90.00000000000001,0.9,0.0,0.0,0.0,0.0,15
strong_1nn,Deterministic 6ch 1-NN,60.0,120.0,20,20,1,27.24130131089957,0.0,128.68218745348943,130.5053503274186,0.75,0.15,0.0,0.0,0.0,16
strong_1nn,Deterministic 6ch 1-NN,60.0,150.0,20,20,1,24.422886632781257,0.0,119.99999999999999,119.99999999999999,0.75,0.1,0.0,0.0,0.0,17
strong_1nn,Deterministic 6ch 1-NN,60.0,180.0,20,20,1,27.30488905146254,0.0,119.99999999999999,179.99999999999997,0.75,0.15,0.05,0.0,0.05,18
strong_1nn,Deterministic 6ch 1-NN,60.0,210.0,20,20,1,35.86617696173176,0.0,128.68218745348943,128.68218745348943,0.65,0.15,0.0,0.0,0.0,19
strong_1nn,Deterministic 6ch 1-NN,60.0,240.0,20,20,1,29.80232811802341,0.0,128.68218745348943,128.68218745348943,0.75,0.2,0.0,0.0,0.0,20
strong_1nn,Deterministic 6ch 1-NN,60.0,270.0,20,20,1,25.28294531366276,0.0,119.99999999999999,150.0,0.8,0.2,0.05,0.0,0.0,21
strong_1nn,Deterministic 6ch 1-NN,60.0,300.0,20,20,1,23.802328118023418,0.0,128.68218745348943,128.68218745348943,0.8,0.15,0.0,0.0,0.0,22
strong_1nn,Deterministic 6ch 1-NN,60.0,330.0,20,20,1,14.716033794528647,0.0,82.81924421854174,128.68218745348943,0.85,0.05,0.0,0.0,0.0,23
strong_1nn,Deterministic 6ch 1-NN,90.0,0.0,20,20,1,53.782945313662765,30.000000000000014,180.0,180.0,0.45,0.25,0.2,0.0,0.1,24
strong_1nn,Deterministic 6ch 1-NN,90.0,30.0,20,20,1,50.56589062732553,29.999999999999996,150.0,150.0,0.35,0.25,0.1,0.0,0.0,25
strong_1nn,Deterministic 6ch 1-NN,90.0,60.0,20,20,1,49.859037789072914,35.704811054635435,138.59037789072917,138.59037789072917,0.4,0.25,0.0,0.0,0.0,26
strong_1nn,Deterministic 6ch 1-NN,90.0,90.0,20,20,1,37.5,0.0,150.0,180.0,0.65,0.2,0.2,0.0,0.05,27
strong_1nn,Deterministic 6ch 1-NN,90.0,120.0,20,20,1,43.14096221092709,41.409622109270856,138.59037789072914,138.59037789072914,0.4,0.1,0.0,0.0,0.0,28
strong_1nn,Deterministic 6ch 1-NN,90.0,150.0,20,20,1,61.14096221092709,35.70481105463544,179.99999999999997,179.99999999999997,0.4,0.3,0.2,0.0,0.1,29
strong_1nn,Deterministic 6ch 1-NN,90.0,180.0,20,20,1,78.21705468633724,47.170546863372365,180.0,180.0,0.2,0.4,0.35,0.0,0.1,30
strong_1nn,Deterministic 6ch 1-NN,90.0,210.0,20,20,1,52.14096221092709,35.70481105463543,150.00000000000003,180.0,0.35,0.2,0.1,0.0,0.05,31
strong_1nn,Deterministic 6ch 1-NN,90.0,240.0,20,20,1,53.42951889453646,35.70481105463545,138.59037789072914,149.99999999999997,0.4,0.3,0.05,0.0,0.0,32
strong_1nn,Deterministic 6ch 1-NN,90.0,270.0,20,20,1,25.5,0.0,150.0,180.0,0.6,0.1,0.1,0.0,0.05,33
strong_1nn,Deterministic 6ch 1-NN,90.0,300.0,20,20,1,34.5,29.99999999999996,120.00000000000001,138.59037789072914,0.45,0.15,0.0,0.0,0.0,34
strong_1nn,Deterministic 6ch 1-NN,90.0,330.0,20,20,1,48.43410937267447,29.999999999999993,149.99999999999997,179.99999999999997,0.3,0.2,0.1,0.0,0.05,35
strong_1nn,Deterministic 6ch 1-NN,120.0,0.0,20,20,1,12.000000000000004,0.0,59.99999999999999,120.00000000000001,0.8,0.05,0.0,0.0,0.0,36
strong_1nn,Deterministic 6ch 1-NN,120.0,30.0,20,20,1,26.71603379452865,0.0,120.00000000000004,128.68218745348943,0.75,0.15,0.0,0.0,0.0,37
strong_1nn,Deterministic 6ch 1-NN,120.0,60.0,20,20,1,32.26170500706881,0.0,128.68218745348943,130.5053503274186,0.75,0.25,0.0,0.0,0.0,38
strong_1nn,Deterministic 6ch 1-NN,120.0,90.0,20,20,1,7.140962210927086,0.0,41.409622109270856,59.99999999999999,0.85,0.0,0.0,0.0,0.0,39
strong_1nn,Deterministic 6ch 1-NN,120.0,120.0,20,20,1,38.00918095627603,0.0,128.68218745348943,128.68218745348943,0.65,0.2,0.0,0.0,0.0,40
strong_1nn,Deterministic 6ch 1-NN,120.0,150.0,20,20,1,20.28192442185417,0.0,120.00000000000001,120.00000000000001,0.8,0.1,0.0,0.0,0.0,41
strong_1nn,Deterministic 6ch 1-NN,120.0,180.0,20,20,1,15.304889051462544,0.0,90.00000000000001,179.99999999999997,0.85,0.05,0.05,0.0,0.05,42
strong_1nn,Deterministic 6ch 1-NN,120.0,210.0,20,20,1,39.57302979998437,0.0,128.68218745348943,128.68218745348943,0.6,0.15,0.0,0.0,0.0,43
strong_1nn,Deterministic 6ch 1-NN,120.0,240.0,20,20,1,29.443290328950503,0.0,128.68218745348943,128.68218745348943,0.75,0.2,0.0,0.0,0.0,44
strong_1nn,Deterministic 6ch 1-NN,120.0,270.0,20,20,1,13.358016897264324,0.0,64.34109372674472,120.00000000000001,0.8,0.05,0.0,0.0,0.0,45
strong_1nn,Deterministic 6ch 1-NN,120.0,300.0,20,20,1,18.868218745348948,0.0,128.68218745348943,128.68218745348943,0.85,0.15,0.0,0.0,0.0,46
strong_1nn,Deterministic 6ch 1-NN,120.0,330.0,20,20,1,4.140962210927087,0.0,0.0,82.81924421854174,0.95,0.0,0.0,0.0,0.0,47
strong_1nn,Deterministic 6ch 1-NN,150.0,0.0,20,20,1,12.743547222613186,0.0,59.99999999999999,90.00000000000001,0.75,0.0,0.0,0.0,0.0,48
strong_1nn,Deterministic 6ch 1-NN,150.0,30.0,20,20,1,13.552248781407007,0.0,59.99999999999999,151.04497562814015,0.85,0.05,0.05,0.0,0.0,49
strong_1nn,Deterministic 6ch 1-NN,150.0,60.0,20,20,1,33.91319912160783,0.0,151.04497562814015,165.1290555477363,0.75,0.2,0.2,0.05,0.0,50
strong_1nn,Deterministic 6ch 1-NN,150.0,90.0,20,20,1,24.217054686337235,0.0,90.00000000000001,120.00000000000001,0.7,0.05,0.0,0.0,0.0,51
strong_1nn,Deterministic 6ch 1-NN,150.0,120.0,20,20,1,22.98635815408148,0.0,128.68218745348943,151.04497562814015,0.75,0.1,0.05,0.0,0.0,52
strong_1nn,Deterministic 6ch 1-NN,150.0,150.0,20,20,1,16.98635815408148,0.0,128.68218745348943,151.04497562814015,0.85,0.1,0.05,0.0,0.0,53
strong_1nn,Deterministic 6ch 1-NN,150.0,180.0,20,20,1,18.000000000000004,0.0,90.00000000000001,180.0,0.75,0.05,0.05,0.0,0.05,54
strong_1nn,Deterministic 6ch 1-NN,150.0,210.0,20,20,1,24.104497562814014,0.0,151.04497562814015,151.04497562814015,0.75,0.1,0.1,0.0,0.0,55
strong_1nn,Deterministic 6ch 1-NN,150.0,240.0,20,20,1,42.2886862721049,0.0,128.68218745348946,151.04497562814015,0.65,0.25,0.05,0.0,0.0,56
strong_1nn,Deterministic 6ch 1-NN,150.0,270.0,20,20,1,19.195110948537454,0.0,143.9022189707491,180.0,0.85,0.1,0.05,0.0,0.05,57
strong_1nn,Deterministic 6ch 1-NN,150.0,300.0,20,20,1,9.052248781407009,0.0,30.000000000000018,151.04497562814015,0.9,0.05,0.05,0.0,0.0,58
strong_1nn,Deterministic 6ch 1-NN,150.0,330.0,20,20,1,23.420467526755953,0.0,128.68218745348946,151.04497562814015,0.8,0.15,0.05,0.0,0.0,59
