object_code,sample_id,theta_deg,phi_deg,frequency_ghz,etheta_real,etheta_imag,ephi_real,ephi_imag
b871,b871_pec_ti090_pi000,90.0,0.0,0.1,-0.135237649,-0.0167290792,-0.000123359583,-0.000340871949
b871,b871_pec_ti090_pi000,90.0,0.0,0.11,-0.22638005,0.0547280684,-0.0004573185,-0.000341643346
b871,b871_pec_ti090_pi000,90.0,0.0,0.12,-0.293099016,0.170505553,-0.000803082425,-0.000127732943
b871,b871_pec_ti090_pi000,90.0,0.0,0.13,-0.289141178,0.302903444,-0.000971792731,0.000297180144
b871,b871_pec_ti090_pi000,90.0,0.0,0.14,-0.192502022,0.415282905,-0.000812537095,0.000808866753
b871,b871_pec_ti090_pi000,90.0,0.0,0.15000001,-0.0233764537,0.466846257,-0.000307448121,0.00118392298
b871,b871_pec_ti090_pi000,90.0,0.0,0.16,0.168699488,0.428954899,0.000394708564,0.00120687124
b871,b871_pec_ti090_pi000,90.0,0.0,0.17,0.326359332,0.303007871,0.00102339499,0.000797597575
b871,b871_pec_ti090_pi000,90.0,0.0,0.18000001,0.4060781,0.121711418,0.0013071443,7.54208668e-05
b871,b871_pec_ti090_pi000,90.0,0.0,0.19,0.393105924,-0.0655055195,0.00111191219,-0.000682971848
b871,b871_pec_ti090_pi000,90.0,0.0,0.2,0.303158522,-0.213178501,0.000515390362,-0.00117516262
b871,b871_pec_ti090_pi000,90.0,0.0,0.20999999,0.171302214,-0.295680165,-0.000230589954,-0.0012222525
b871,b871_pec_ti090_pi000,90.0,0.0,0.22,0.0351292007,-0.311600417,-0.000830248988,-0.000849273696
b871,b871_pec_ti090_pi000,90.0,0.0,0.23,-0.0788115263,-0.276978046,-0.0010890764,-0.000252001686
b871,b871_pec_ti090_pi000,90.0,0.0,0.23999999,-0.159780726,-0.213353261,-0.000988506479,0.000323641143
b871,b871_pec_ti090_pi000,90.0,0.0,0.25,-0.20907706,-0.137882859,-0.000652786461,0.000709170126
b871,b871_pec_ti090_pi000,90.0,0.0,0.25999999,-0.23242788,-0.0597895533,-0.000242854177,0.000868832169
b871,b871_pec_ti090_pi000,90.0,0.0,0.27000001,-0.233988523,0.0172999408,0.000141634722,0.000858653511
b871,b871_pec_ti090_pi000,90.0,0.0,0.28,-0.214782819,0.0907972977,0.00048468294,0.000735521724
b871,b871_pec_ti090_pi000,90.0,0.0,0.28999999,-0.174791604,0.156211227,0.000795396278,0.000496016233
b871,b871_pec_ti090_pi000,90.0,0.0,0.30000001,-0.115778141,0.207319409,0.00102779723,9.71014524e-05
b871,b871_pec_ti090_pi000,90.0,0.0,0.31,-0.0423712209,0.238262847,0.00105770526,-0.000457577349
b871,b871_pec_ti090_pi000,90.0,0.0,0.31999999,0.0389475226,0.245242119,0.000751222135,-0.00104093866
b871,b871_pec_ti090_pi000,90.0,0.0,0.33000001,0.121483751,0.245737702,0.000140645483,-0.00150236837
b871,b871_pec_ti090_pi000,90.0,0.0,0.34,0.215078428,0.244436368,-0.000751998799,-0.00170407258
b871,b871_pec_ti090_pi000,90.0,0.0,0.34999999,0.322134912,0.217758521,-0.0017993598,-0.0013598107
b871,b871_pec_ti090_pi000,90.0,0.0,0.36000001,0.436480463,0.157363072,-0.00264107645,-0.000389154098
b871,b871_pec_ti090_pi000,90.0,0.0,0.37,0.545299768,0.0565107688,-0.00289589888,0.0010342435
b871,b871_pec_ti090_pi000,90.0,0.0,0.38,0.628985345,-0.0852978155,-0.00234049512,0.00250452058
b871,b871_pec_ti090_pi000,90.0,0.0,0.38999999,0.664732993,-0.258335859,-0.00103935681,0.00352762407
b871,b871_pec_ti090_pi000,90.0,0.0,0.40000001,0.633481026,-0.441906333,0.0006495915,0.00372695737
b871,b871_pec_ti090_pi000,90.0,0.0,0.41,0.527634025,-0.607884526,0.00220622728,0.00300972816
b871,b871_pec_ti090_pi000,90.0,0.0,0.41999999,0.35571602,-0.727475226,0.00315654487,0.00160991005
b871,b871_pec_ti090_pi000,90.0,0.0,0.43000001,0.141278863,-0.778823018,0.0032587098,-1.38214127e-05
b871,b871_pec_ti090_pi000,90.0,0.0,0.44,-0.0834994838,-0.752735138,0.00257962919,-0.00137114618
b871,b871_pec_ti090_pi000,90.0,0.0,0.44999999,-0.286384404,-0.654353201,0.0014345597,-0.00212852401
b871,b871_pec_ti090_pi000,90.0,0.0,0.46000001,-0.44228521,-0.500430286,0.000230982681,-0.00220765197
b871,b871_pec_ti090_pi000,90.0,0.0,0.47,-0.536863685,-0.313948601,-0.000699159747,-0.00176230236
b871,b871_pec_ti090_pi000,90.0,0.0,0.47999999,-0.566407859,-0.11868006,-0.00120167329,-0.00106505095
b871,b871_pec_ti090_pi000,90.0,0.0,0.49000001,-0.535440266,0.0644588247,-0.00130379293,-0.000373052608
b871,b871_pec_ti090_pi000,90.0,0.0,0.5,-0.45392406,0.218945473,-0.00114104711,0.000161100368
b871,b871_pec_ti090_pi000,90.0,0.0,0.50999999,-0.335196853,0.332953393,-0.000861216802,0.000504342141
b871,b871_pec_ti090_pi000,90.0,0.0,0.51999998,-0.194625691,0.399430245,-0.000558051921,0.000697813695
b871,b871_pec_ti090_pi000,90.0,0.0,0.52999997,-0.0483843312,0.416326046,-0.000259007065,0.000792960578
b871,b871_pec_ti090_pi000,90.0,0.0,0.54000002,0.0880677328,0.386628598,4.36840382e-05,0.000808830897
b871,b871_pec_ti090_pi000,90.0,0.0,0.55000001,0.201603621,0.317754209,0.000349245558,0.000728834886
b871,b871_pec_ti090_pi000,90.0,0.0,0.56,0.315680742,0.247324377,0.000695259136,0.000593771867
b871,b871_pec_ti090_pi000,90.0,0.0,0.56999999,0.406326085,0.137494341,0.000998899806,0.000277309649
b871,b871_pec_ti090_pi000,90.0,0.0,0.57999998,0.460525155,-0.00462707086,0.00115169911,-0.000208365018
b871,b871_pec_ti090_pi000,90.0,0.0,0.58999997,0.466833472,-0.167686984,0.0010539043,-0.000780030619
b871,b871_pec_ti090_pi000,90.0,0.0,0.60000002,0.41697827,-0.335813701,0.000661481696,-0.00129598437
b871,b871_pec_ti090_pi000,90.0,0.0,0.61000001,0.308261096,-0.489275962,1.74469424e-05,-0.00159810588
b871,b871_pec_ti090_pi000,90.0,0.0,0.62,0.145920143,-0.606878281,-0.00074836472,-0.00156709284
b871,b871_pec_ti090_pi000,90.0,0.0,0.63,-0.0559739582,-0.669984281,-0.00145384134,-0.00116898806
b871,b871_pec_ti090_pi000,90.0,0.0,0.63999999,-0.276122481,-0.666897953,-0.00192170008,-0.000473558524
b871,b871_pec_ti090_pi000,90.0,0.0,0.64999998,-0.489925027,-0.595824838,-0.00203808141,0.000364859763
b871,b871_pec_ti090_pi000,90.0,0.0,0.66000003,-0.674286723,-0.465154052,-0.00178898277,0.00115719787
b871,b871_pec_ti090_pi000,90.0,0.0,0.67000002,-0.811394632,-0.291093588,-0.00126007106,0.00174172502
b871,b871_pec_ti090_pi000,90.0,0.0,0.68000001,-0.890265524,-0.0938851908,-0.000599758408,0.00203200569
b871,b871_pec_ti090_pi000,90.0,0.0,0.69,-0.906290889,0.105952807,3.83414117e-05,0.00203248067
b871,b871_pec_ti090_pi000,90.0,0.0,0.69999999,-0.860161245,0.290308475,0.000547104981,0.0018172469
b871,b871_pec_ti090_pi000,90.0,0.0,0.70999998,-0.757548392,0.444750607,0.00089034671,0.00148573902
b871,b871_pec_ti090_pi000,90.0,0.0,0.72000003,-0.609424114,0.558603048,0.00109065906,0.00111793587
b871,b871_pec_ti090_pi000,90.0,0.0,0.73000002,-0.431686819,0.624748349,0.00119239208,0.000751258514
b871,b871_pec_ti090_pi000,90.0,0.0,0.74000001,-0.243251279,0.640090704,0.00122372736,0.000387070933
b871,b871_pec_ti090_pi000,90.0,0.0,0.75,-0.0631380901,0.606473804,0.00118005462,1.9006362e-05
b871,b871_pec_ti090_pi000,90.0,0.0,0.75999999,0.0923859924,0.530940115,0.00103586528,-0.000337363133
b871,b871_pec_ti090_pi000,90.0,0.0,0.76999998,0.211813942,0.424690127,0.000775222492,-0.000634350639
b871,b871_pec_ti090_pi000,90.0,0.0,0.77999997,0.318093896,0.312035918,0.000422280224,-0.000876004458
b871,b871_pec_ti090_pi000,90.0,0.0,0.79000002,0.4094823,0.178614452,-3.67060748e-05,-0.000990836998
b871,b871_pec_ti090_pi000,90.0,0.0,0.80000001,0.447807312,0.021172367,-0.000505746924,-0.00085134519
b871,b871_pec_ti090_pi000,90.0,0.0,0.81,0.427899122,-0.140254438,-0.000833551923,-0.000485896278
b871,b871_pec_ti090_pi000,90.0,0.0,0.81999999,0.351757199,-0.284882128,-0.000913086755,-1.63065051e-05
b871,b871_pec_ti090_pi000,90.0,0.0,0.82999998,0.228682727,-0.393671483,-0.000737289665,0.000392053858
b871,b871_pec_ti090_pi000,90.0,0.0,0.83999997,0.0744226053,-0.452051848,-0.000405915955,0.000608726114
b871,b871_pec_ti090_pi000,90.0,0.0,0.85000002,-0.0909393132,-0.452262074,-7.50256077e-05,0.000602120708
b871,b871_pec_ti090_pi000,90.0,0.0,0.86000001,-0.246051431,-0.39456287,0.000125962179,0.000451373257
b871,b871_pec_ti090_pi000,90.0,0.0,0.87,-0.371588349,-0.286956191,0.00016325443,0.000296163169
b871,b871_pec_ti090_pi000,90.0,0.0,0.88,-0.453010529,-0.143558472,0.000113137867,0.000251496502
b871,b871_pec_ti090_pi000,90.0,0.0,0.88999999,-0.482371747,0.0178892687,0.000111662666,0.000335820805
b871,b871_pec_ti090_pi000,90.0,0.0,0.89999998,-0.459058017,0.178967163,0.000266724004,0.000455363654
b871,b871_pec_ti090_pi000,90.0,0.0,0.91000003,-0.389389515,0.323671371,0.000583550136,0.000455842324
b871,b871_pec_ti090_pi000,90.0,0.0,0.92000002,-0.284980893,0.441260517,0.000947714492,0.000213574618
b871,b871_pec_ti090_pi000,90.0,0.0,0.93000001,-0.160071686,0.528171957,0.00117848115,-0.000285680202
b871,b871_pec_ti090_pi000,90.0,0.0,0.94,-0.0288189929,0.588241518,0.00112484698,-0.000926745299
b871,b871_pec_ti090_pi000,90.0,0.0,0.94999999,0.0954215899,0.630618274,0.000752957829,-0.00151509535
b871,b871_pec_ti090_pi000,90.0,0.0,0.95999998,0.196886763,0.663891912,0.000178644332,-0.00186767883
b871,b871_pec_ti090_pi000,90.0,0.0,0.97000003,0.25486815,0.682161748,-0.000379253703,-0.00188268046
b871,b871_pec_ti090_pi000,90.0,0.0,0.98000002,0.263238311,0.652894974,-0.000728148327,-0.00156086567
b871,b871_pec_ti090_pi000,90.0,0.0,0.99000001,0.255671978,0.554718733,-0.000823058013,-0.00103286526
b871,b871_pec_ti090_pi000,90.0,0.0,1,0.259178251,0.41701442,-0.000722314988,-0.000522796938
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.1,-0.0457354784,-0.0163723174,5.38000568e-05,-0.000119752964
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.11,-0.097671099,-0.0126982108,-5.09265956e-05,-0.000205644465
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.12,-0.163906753,0.0131148463,-0.000223839408,-0.000229486264
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.13,-0.216853246,0.0706884116,-0.000405461964,-0.000138285919
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.14,-0.225168005,0.160097793,-0.000508499797,7.82629722e-05
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.15000001,-0.169329852,0.25931409,-0.000454570254,0.000360680278
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.16,-0.0501516201,0.329047203,-0.00021735426,0.000594304467
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.17,0.10622669,0.331854522,0.000147205312,0.000659584708
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.18000001,0.254044473,0.251542509,0.000510237936,0.00049358909
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.19,0.345221728,0.103196368,0.000722286757,0.000131505149
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.2,0.349774539,-0.0714597106,0.000684968894,-0.000298354978
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.20999999,0.268383205,-0.221351147,0.000403418439,-0.000629187271
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.22,0.13056758,-0.307051688,-1.1602935e-05,-0.000733930559
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.23,-0.0198785327,-0.314779818,-0.000395992072,-0.000585336296
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.23999999,-0.143717304,-0.257208139,-0.000611475611,-0.000264067668
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.25,-0.219513074,-0.162628531,-0.000607387396,8.88126306e-05
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.25999999,-0.245863765,-0.0600450039,-0.000431482214,0.000346088404
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.27000001,-0.2341149,0.0314256698,-0.00018784999,0.000450868392
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.28,-0.197956935,0.104615629,2.7226135e-05,0.000424940692
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.28999999,-0.14651072,0.159432769,0.000169659354,0.000331527408
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.30000001,-0.0837267712,0.196302369,0.000248280267,0.000224681033
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.31,-0.0122693991,0.212771654,0.000291122386,0.000122141253
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.31999999,0.0623678565,0.204768583,0.000310536067,1.57651339e-05
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.33000001,0.13355419,0.186341122,0.000318928331,-9.44113781e-05
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.34,0.205322444,0.160627455,0.000310137519,-0.000212390732
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.34999999,0.271346122,0.113658853,0.000260691391,-0.000321962114
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.36000001,0.325121135,0.0501312539,0.000194392749,-0.000403261569
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.37,0.363236934,-0.0233230628,0.000146663151,-0.000470410247
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.38,0.384828269,-0.100674242,0.000123462945,-0.000573811936
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.38999999,0.389587164,-0.178150401,6.79019504e-05,-0.000759687566
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.40000001,0.375891507,-0.254217237,-0.000126424216,-0.00100655621
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.41,0.340409249,-0.327890515,-0.000543771312,-0.00118778949
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.41999999,0.279362828,-0.396231532,-0.00115197082,-0.00110663776
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.43000001,0.190711498,-0.452587366,-0.00175457646,-0.000607150316
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.44,0.0764114782,-0.48681885,-0.00204538438,0.000295471604
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.44999999,-0.0559550934,-0.487626672,-0.00176047813,0.0013535266
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.46000001,-0.192900822,-0.446083754,-0.000850040698,0.00215736846
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.47,-0.316558152,-0.359168172,0.000438588671,0.00232334808
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.47999999,-0.407914966,-0.232115701,0.00163659966,0.00170359272
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.49000001,-0.451044798,-0.0787697509,0.00226528291,0.000492779422
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.5,-0.437172234,0.0804294869,0.00207341858,-0.00084202725
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.50999999,-0.367314726,0.222434953,0.00116547057,-0.00177926419
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.51999998,-0.252571166,0.326544166,-5.37774395e-05,-0.00199063029
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.52999997,-0.111864388,0.378879905,-0.00108530559,-0.00148173678
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.54000002,0.0322376713,0.375092328,-0.00157368556,-0.00055498007
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.55000001,0.158316389,0.320572138,-0.00144655514,0.000370084366
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.56,0.279288083,0.256271541,-0.00100279017,0.00107905141
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.56999999,0.372823983,0.148621708,-0.000291236036,0.00140408031
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.57999998,0.424894899,0.00982039329,0.00041401817,0.00131955568
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.58999997,0.426848561,-0.1443367,0.00092579698,0.000959238969
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.60000002,0.375708073,-0.29654178,0.00120660081,0.000497117173
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.61000001,0.274002105,-0.42958951,0.00132538204,3.44128457e-05
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.62,0.129535377,-0.527769625,0.00135422149,-0.000435430062
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.63,-0.0449396744,-0.578429043,0.00128389441,-0.000971758913
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.63999999,-0.232590452,-0.57381171,0.00101605698,-0.00159078452
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.64999998,-0.414317071,-0.512754858,0.00043258493,-0.00219914201
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.66000003,-0.571425319,-0.40147838,-0.000506202457,-0.00260191434
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.67000002,-0.688457966,-0.252837181,-0.00169607101,-0.00258061895
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.68000001,-0.755226493,-0.0840154961,-0.00289294496,-0.00199688901
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.69,-0.767466128,0.0867384747,-0.00378385768,-0.000869878393
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.69999999,-0.726387799,0.243232042,-0.00409210287,0.000606331218
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.70999998,-0.637922168,0.373192936,-0.00367575558,0.00210935879
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.72000003,-0.512074411,0.468363196,-0.00258532795,0.00328015909
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.73000002,-0.36207056,0.523609281,-0.00106116582,0.00383103755
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.74000001,-0.203067392,0.53650254,0.000532317907,0.00363647379
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.75,-0.0505844019,0.507926643,0.00181656634,0.00277709123
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.75999999,0.0812436119,0.442949206,0.00251789624,0.00151494448
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.76999998,0.181521758,0.350887895,0.00255071977,0.000203763775
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.77999997,0.268259525,0.252640337,0.00213957112,-0.000953788054
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.79000002,0.338939846,0.138036951,0.00132751232,-0.00182561751
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.80000001,0.362842709,0.00771472743,0.000255602528,-0.00213265209
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.81,0.339149594,-0.120075382,-0.000736008747,-0.00188556826
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.81999999,0.273660272,-0.229283437,-0.00141542964,-0.0012664604
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.82999998,0.1767243,-0.30804643,-0.0017168147,-0.00050654501
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.83999997,0.0609568059,-0.349364758,-0.00169884576,0.000224829244
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.85000002,-0.0606769435,-0.350802332,-0.00145064725,0.000856507919
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.86000001,-0.176137552,-0.313650995,-0.00101943489,0.00137189846
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.87,-0.274943769,-0.241972759,-0.000408135587,0.00173617341
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.88,-0.348297745,-0.141839102,0.00036662881,0.00186062092
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.88999999,-0.389014721,-0.0210050493,0.00121125195,0.00163488416
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.89999998,-0.391728044,0.111007109,0.00194331398,0.00100419368
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.91000003,-0.353779137,0.242873728,0.00234770682,3.44496184e-05
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.92000002,-0.27674225,0.362260133,0.00226884987,-0.00108284748
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.93000001,-0.167876065,0.458043009,0.00168435031,-0.0020928937
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.94,-0.0405929014,0.523667216,0.00072075834,-0.00277357851
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.94999999,0.0861995444,0.560031056,-0.000389555789,-0.00301609258
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.95999998,0.188845724,0.574236929,-0.00137817988,-0.00285087642
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.97000003,0.242146552,0.568358481,-0.0020067778,-0.00239682081
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.98000002,0.239860475,0.525805056,-0.00215945276,-0.00175781152
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,0.99000001,0.216159731,0.437175751,-0.00194041408,-0.00102964544
b8ed,b8ed_pec_ti090_pi000,90.0,0.0,1,0.203260228,0.328722775,-0.00155091553,-0.000377348711
b905,b905_pec_ti090_pi000,90.0,0.0,0.1,-0.0825512856,-0.0157749169,-9.29266898e-05,-0.000121149642
b905,b905_pec_ti090_pi000,90.0,0.0,0.11,-0.166793972,0.0125712408,-0.000233853658,-9.34787531e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.12,-0.257529438,0.0905488878,-0.00036428048,1.78005539e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.13,-0.297706336,0.215382352,-0.000408527907,0.000196925757
b905,b905_pec_ti090_pi000,90.0,0.0,0.14,-0.239075512,0.35570401,-0.000317620899,0.000388109591
b905,b905_pec_ti090_pi000,90.0,0.0,0.15000001,-0.0787437782,0.452260137,-0.000102376929,0.000508395722
b905,b905_pec_ti090_pi000,90.0,0.0,0.16,0.135641545,0.447776735,0.000167014485,0.000489431666
b905,b905_pec_ti090_pi000,90.0,0.0,0.17,0.326572865,0.325380355,0.000388877525,0.0003199926
b905,b905_pec_ti090_pi000,90.0,0.0,0.18000001,0.424713135,0.12214198,0.000477206981,5.78336803e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.19,0.403187275,-0.0907614008,0.000404277409,-0.000197049201
b905,b905_pec_ti090_pi000,90.0,0.0,0.2,0.28648439,-0.246287093,0.00021305753,-0.000352564151
b905,b905_pec_ti090_pi000,90.0,0.0,0.20999999,0.130297735,-0.312664717,-8.65633865e-06,-0.000368751062
b905,b905_pec_ti090_pi000,90.0,0.0,0.22,-0.0115907025,-0.299599558,-0.000176016125,-0.00027036338
b905,b905_pec_ti090_pi000,90.0,0.0,0.23,-0.111136556,-0.240654305,-0.00024707659,-0.00012289107
b905,b905_pec_ti090_pi000,90.0,0.0,0.23999999,-0.168528631,-0.168106735,-0.000231850572,9.26094799e-06
b905,b905_pec_ti090_pi000,90.0,0.0,0.25,-0.197851986,-0.0977319181,-0.000170066531,9.35712742e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.25999999,-0.210264593,-0.0299552735,-9.86789091e-05,0.000131860375
b905,b905_pec_ti090_pi000,90.0,0.0,0.27000001,-0.206644803,0.0389169008,-3.39455255e-05,0.00014014334
b905,b905_pec_ti090_pi000,90.0,0.0,0.28,-0.181669772,0.106693111,2.26623342e-05,0.000128030544
b905,b905_pec_ti090_pi000,90.0,0.0,0.28999999,-0.132715255,0.163619921,6.77884673e-05,9.60070101e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.30000001,-0.0654070899,0.198180825,8.98849321e-05,4.87061006e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.31,0.00781107321,0.204390377,8.14199302e-05,4.93381867e-06
b905,b905_pec_ti090_pi000,90.0,0.0,0.31999999,0.0739516094,0.184938326,5.57605599e-05,-1.22486326e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.33000001,0.12867558,0.162742823,4.8633101e-05,1.31758873e-06
b905,b905_pec_ti090_pi000,90.0,0.0,0.34,0.182358995,0.146420881,8.98033977e-05,2.05737324e-05
b905,b905_pec_ti090_pi000,90.0,0.0,0.34999999,0.239704117,0.124180384,0.000182370117,-9.32191324e-06
b905,b905_pec_ti090_pi000,90.0,0.0,0.36000001,0.305734843,0.092087701,0.000279259752,-0.000145684928
b905,b905_pec_ti090_pi000,90.0,0.0,0.37,0.380448997,0.0406535119,0.000284397742,-0.000398351782
b905,b905_pec_ti090_pi000,90.0,0.0,0.38,0.45409748,-0.0404752418,0.000101886013,-0.00069369335
b905,b905_pec_ti090_pi000,90.0,0.0,0.38999999,0.507009089,-0.155378014,-0.000294509926,-0.000887755596
b905,b905_pec_ti090_pi000,90.0,0.0,0.40000001,0.515466154,-0.29608947,-0.000819098961,-0.000833523867
b905,b905_pec_ti090_pi000,90.0,0.0,0.41,0.461655527,-0.441739738,-0.00129514025,-0.000465136021
b905,b905_pec_ti090_pi000,90.0,0.0,0.41999999,0.342614532,-0.563774049,-0.00153326965,0.00015534171
b905,b905_pec_ti090_pi000,90.0,0.0,0.43000001,0.17310372,-0.635298431,-0.00141961616,0.000860486529
b905,b905_pec_ti090_pi000,90.0,0.0,0.44,-0.0191111043,-0.640201211,-0.00095962215,0.00145262654
b905,b905_pec_ti090_pi000,90.0,0.0,0.44999999,-0.202710465,-0.577583969,-0.000257873035,0.00177983951
b905,b905_pec_ti090_pi000,90.0,0.0,0.46000001,-0.351958871,-0.459804684,0.000537275802,0.00176818052
b905,b905_pec_ti090_pi000,90.0,0.0,0.47,-0.451455593,-0.306262374,0.0012771152,0.00140930421
b905,b905_pec_ti090_pi000,90.0,0.0,0.47999999,-0.495644569,-0.137096256,0.00182093272,0.000740198418
b905,b905_pec_ti090_pi000,90.0,0.0,0.49000001,-0.485421449,0.0300336536,0.00203149905,-0.00015093165
b905,b905_pec_ti090_pi000,90.0,0.0,0.5,-0.42526257,0.179847598,0.00179838587,-0.00109948195
b905,b905_pec_ti090_pi000,90.0,0.0,0.50999999,-0.322806448,0.298290163,0.00110094342,-0.00186541444
b905,b905_pec_ti090_pi000,90.0,0.0,0.51999998,-0.190179005,0.372900963,7.0766524e-05,-0.00219861348
b905,b905_pec_ti090_pi000,90.0,0.0,0.52999997,-0.0446260124,0.395469844,-0.00101044297,-0.00195347657
b905,b905_pec_ti090_pi000,90.0,0.0,0.54000002,0.0935114548,0.365375727,-0.00180656172,-0.00118297385
b905,b905_pec_ti090_pi000,90.0,0.0,0.55000001,0.205297396,0.291001797,-0.00207500462,-0.000138663236
b905,b905_pec_ti090_pi000,90.0,0.0,0.56,0.310537755,0.210911766,-0.00199123076,0.000932912866
b905,b905_pec_ti090_pi000,90.0,0.0,0.56999999,0.383804709,0.095965527,-0.00137145643,0.00182832812
